,dataset,transcript,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
10,MiSeqNONOc.csv,uc011cmn.2,57021,uc011cmn.2,NM_001171805,B7ZLL4,B7ZLL4_HUMAN,PAPD7,NM_001171805,NP_001165276,"Homo sapiens PAP associated domain containing 7 (PAPD7), transcript variant 2, mRNA.",,
11,MiSeqNONOc.csv,uc003jfg.3,57053,uc003jfg.3,U42390,,,TRIO,,,"Homo sapiens trio Rho guanine nucleotide exchange factor (TRIO), mRNA.",,
12,MiSeqNONOc.csv,uc002fnd.3,29776,uc002fnd.3,BC025283,,,ANKRD11,,,"Homo sapiens ankyrin repeat domain 11 (ANKRD11), transcript variant 4, non-coding RNA.",,
13,MiSeqNONOc.csv,uc031rug.1,46910,uc031rug.1,NM_001257394,Q13404-6,Q13404-6,UBE2V1,NM_001257394,NP_071887,"Homo sapiens ubiquitin-conjugating enzyme E2 variant 1 (UBE2V1), transcript variant 6, mRNA.",,
14,MiSeqNONOc.csv,uc002apj.3,25943,uc002apj.3,AK307411,Q7Z401,MYCPP_HUMAN,DENND4A,NM_005848,NP_005839,"Homo sapiens DENN/MADD domain containing 4A (DENND4A), transcript variant 1, mRNA.",,
15,MiSeqNONOc.csv,uc022bgu.1,74693,uc022bgu.1,BC034022,Q8N3Z6,ZCHC7_HUMAN,ZCCHC7,NM_032226,NP_115602,"Homo sapiens zinc finger, CCHC domain containing 7 (ZCCHC7), mRNA.",,
16,MiSeqNONOc.csv,uc031rty.1,46902,uc031rty.1,NM_001257399,Q13404,UB2V1_HUMAN,UBE2V1,NM_001257399,NP_001244328,"Homo sapiens ubiquitin-conjugating enzyme E2 variant 1 (UBE2V1), transcript variant 11, mRNA.",,
17,MiSeqNONOc.csv,uc010xrv.2,36483,uc010xrv.2,NM_001184722,P06744-2,P06744-2,GPI,NM_001184722,NP_001171651,"Homo sapiens glucose-6-phosphate isomerase (GPI), transcript variant 1, mRNA.",,
18,MiSeqNONOc.csv,uc003udk.4,70869,uc003udk.4,NM_001099415,A8CG34,P121C_HUMAN,POM121C,NM_001099415,NP_001092885,"Homo sapiens POM121 transmembrane nucleoporin C (POM121C), mRNA.",,
19,MiSeqNONOc.csv,uc021ult.1,34884,uc021ult.1,NM_001202504,Q9Y5B0,CTDP1_HUMAN,CTDP1,NM_001202504,NP_001189433,"Homo sapiens CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1 (CTDP1), transcript variant 3, mRNA.",,
20,MiSeqNONOc.csv,uc021qdx.1,11366,uc021qdx.1,NM_021961,P28347,TEAD1_HUMAN,TEAD1,NM_021961,NP_068780,"Homo sapiens TEA domain family member 1 (SV40 transcriptional enhancer factor) (TEAD1), mRNA.",,
21,MiSeqNONOc.csv,uc002tng.1,43959,uc002tng.1,AX746802,B7ZLX3,B7ZLX3_HUMAN,CLASP1,,,"Homo sapiens cytoplasmic linker associated protein 1 (CLASP1), transcript variant 4, mRNA.",,
22,MiSeqNONOc.csv,uc002xum.4,45890,uc002xum.4,NR_036658,,,ZFAS1,NR_036658,,"Homo sapiens ZNFX1 antisense RNA 1 (ZFAS1), transcript variant 4, non-coding RNA.",,
23,MiSeqNONOc.csv,uc002xvd.4,46904,uc002xvd.4,NM_199144,Q13404-7,Q13404-7,UBE2V1,NM_199144,NP_001244328,"Homo sapiens ubiquitin-conjugating enzyme E2 variant 1 (UBE2V1), transcript variant 2, mRNA.",,
24,MiSeqNONOc.csv,uc011lki.2,74251,uc011lki.2,NM_001130057,P29692,EF1D_HUMAN,EEF1D,NM_001130057,NP_001951,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 6, mRNA.",,
25,MiSeqNONOc.csv,uc001tku.4,16991,uc001tku.4,AK128515,,,TXNRD1,,,"Homo sapiens thioredoxin reductase 1 (TXNRD1), transcript variant 5, mRNA.",,
26,MiSeqNONOc.csv,uc021rmu.1,19913,uc021rmu.1,NM_003589,Q13619,CUL4A_HUMAN,CUL4A,NM_003589,NP_003580,"Homo sapiens cullin 4A (CUL4A), transcript variant 2, mRNA.",,
27,MiSeqNONOc.csv,uc002sbj.3,43333,uc002sbj.3,NM_003400,O14980,XPO1_HUMAN,XPO1,NM_003400,NP_003391,"Homo sapiens exportin 1 (CRM1 homolog, yeast) (XPO1), mRNA.",,
28,MiSeqNONOc.csv,uc011lqh.2,74692,uc011lqh.2,AK303193,B4E024,B4E024_HUMAN,ZCCHC7,NM_032226,NP_115602,"Homo sapiens zinc finger, CCHC domain containing 7 (ZCCHC7), mRNA.",,
29,MiSeqNONOc.csv,uc002isp.2,31263,uc002isp.2,BC056409,,,LUC7L3,,,"Homo sapiens LUC7-like 3 (S. cerevisiae) (LUC7L3), transcript variant 2, mRNA.",,
30,MiSeqNONOc.csv,uc022buv.1,77925,uc022buv.1,NM_001173490,O14668,TMG1_HUMAN,PRRG1,NM_001173490,NP_001166961,"Homo sapiens proline rich Gla (G-carboxyglutamic acid) 1 (PRRG1), transcript variant 4, mRNA.",,
31,MiSeqNONOc.csv,uc001hpw.3,3672,uc001hpw.3,NR_002315,P84243,H33_HUMAN,H3F3A,NM_005324,NP_005315,"Homo sapiens H3 histone, family 3A (H3F3A), mRNA.",,
32,MiSeqNONOc.csv,uc003hiy.3,56144,uc003hiy.3,BX648754,,,PPEF2,,,"Homo sapiens protein phosphatase, EF-hand calcium binding domain 2 (PPEF2), mRNA.",,
33,MiSeqNONOc.csv,uc010qxm.2,13436,uc010qxm.2,AK316548,F5HFY4,F5HFY4_HUMAN,NAP1L4,NM_005969,NP_005960,"Homo sapiens nucleosome assembly protein 1-like 4 (NAP1L4), mRNA.",,
34,MiSeqNONOc.csv,uc002api.3,25941,uc002api.3,NM_001144823,E7EPL3,E7EPL3_HUMAN,DENND4A,NM_001144823,NP_001138295,"Homo sapiens DENN/MADD domain containing 4A (DENND4A), transcript variant 1, mRNA.",,
35,MiSeqNONOc.csv,uc010tiu.2,19803,uc010tiu.2,AK300908,Q8NBM4,UBAC2_HUMAN,UBAC2,NM_177967,NP_808882,"Homo sapiens UBA domain containing 2 (UBAC2), transcript variant 1, mRNA.",,
36,MiSeqNONOc.csv,uc003qoc.3,62016,uc003qoc.3,AK127089,B7ZM99,B7ZM99_HUMAN,MTHFD1L,NM_001242768,NP_001229697,"Homo sapiens methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like (MTHFD1L), transcript variant 3, mRNA.",,
37,MiSeqNONOc.csv,uc010xrw.2,36486,uc010xrw.2,AK293446,B4DE36,B4DE36_HUMAN,GPI,NM_001184722,NP_001171651,"Homo sapiens glucose-6-phosphate isomerase (GPI), transcript variant 2, mRNA.",,
38,MiSeqNONOc.csv,uc003upt.3,71078,uc003upt.3,NM_001199847,Q9HCE7-2,Q9HCE7-2,SMURF1,NM_001199847,NP_001186776,"Homo sapiens SMAD specific E3 ubiquitin protein ligase 1 (SMURF1), transcript variant 3, mRNA.",,
39,MiSeqNONOc.csv,uc001doc.1,5555,uc001doc.1,BC144198,B7ZM16,B7ZM16_HUMAN,HFM1,NM_001017975,NP_001017975,"Homo sapiens HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) (HFM1), mRNA.",,
40,MiSeqNONOc.csv,uc021ygi.1,58321,uc021ygi.1,AX747001,Q6PKG0,LARP1_HUMAN,LARP1,NM_015315,NP_056130,"Homo sapiens La ribonucleoprotein domain family, member 1 (LARP1), mRNA.",,
41,MiSeqNONOc.csv,uc001gdp.3,2906,uc001gdp.3,NM_012474,Q9BZX2,UCK2_HUMAN,UCK2,NM_012474,NP_036606,"Homo sapiens uridine-cytidine kinase 2 (UCK2), mRNA.",,
42,MiSeqNONOc.csv,uc003jfx.4,57061,uc003jfx.4,NM_006317,P80723,BASP1_HUMAN,BASP1,NM_006317,NP_006308,"Homo sapiens brain abundant, membrane attached signal protein 1 (BASP1), transcript variant 1, mRNA.",,
43,MiSeqNONOc.csv,uc011kuj.2,71738,uc011kuj.2,AK303637,,,EZH2,,,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 3, mRNA.",,
44,MiSeqNONOc.csv,uc002lni.2,34883,uc002lni.2,NM_048368,Q9Y5B0-4,Q9Y5B0-4,CTDP1,NM_048368,NP_430255,"Homo sapiens CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1 (CTDP1), transcript variant 2, mRNA.",,
45,MiSeqNONOc.csv,uc001voa.4,19801,uc001voa.4,NM_001144072,Q8NBM4,UBAC2_HUMAN,UBAC2,NM_001144072,NP_001137544,"Homo sapiens UBA domain containing 2 (UBAC2), transcript variant 1, mRNA.",,
46,MiSeqNONOc.csv,uc001ygc.3,23245,uc001ygc.3,NM_032233,Q86TU7,SETD3_HUMAN,SETD3,NM_032233,NP_115609,"Homo sapiens SET domain containing 3 (SETD3), transcript variant 1, mRNA.",,
47,MiSeqNONOc.csv,uc001aoh.3,233,uc001aoh.3,NM_001195563,Q9Y6Y1-3,Q9Y6Y1-3,CAMTA1,NM_001195563,NP_001182492,"Homo sapiens calmodulin binding transcription activator 1 (CAMTA1), transcript variant 2, mRNA.",,
48,MiSeqNONOc.csv,uc002ikd.3,33396,uc002ikd.3,NM_015443,Q7Z3B3,KANL1_HUMAN,KANSL1,NM_015443,NP_056258,"Homo sapiens KAT8 regulatory NSL complex subunit 1 (KANSL1), transcript variant 2, mRNA.",,
49,MiSeqNONOc.csv,uc003xuo.2,73598,uc003xuo.2,FJ461473,B8Y0L3,B8Y0L3_HUMAN,ASPH,NM_001164754,NP_001158226,"Homo sapiens aspartate beta-hydroxylase (ASPH), transcript variant 1, mRNA.",,
50,MiSeqNONOc.csv,uc002bul.3,24911,uc002bul.3,NM_000875,P08069,IGF1R_HUMAN,IGF1R,NM_000875,NP_000866,"Homo sapiens insulin-like growth factor 1 receptor (IGF1R), mRNA.",,
51,MiSeqNONOc.csv,uc003wfc.2,71734,uc003wfc.2,NM_152998,Q15910-3,Q15910-3,EZH2,NM_152998,NP_694543,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 2, mRNA.",,
52,MiSeqNONOc.csv,uc001voc.3,19802,uc001voc.3,NM_177967,Q8NBM4-2,Q8NBM4-2,UBAC2,NM_177967,NP_808882,"Homo sapiens UBA domain containing 2 (UBAC2), transcript variant 2, mRNA.",,
53,MiSeqNONOc.csv,uc003quq.5,64144,uc003quq.5,NR_026860,A8K010,CF176_HUMAN,LINC00473,NR_026860,,"Homo sapiens long intergenic non-protein coding RNA 473 (LINC00473), transcript variant 1, non-coding RNA.",,
54,MiSeqNONOc.csv,uc002nvf.3,36485,uc002nvf.3,AK129884,P06744,G6PI_HUMAN,GPI,NM_000175,NP_000166,"Homo sapiens glucose-6-phosphate isomerase (GPI), transcript variant 1, mRNA.",,
55,MiSeqNONOc.csv,uc011een.2,62015,uc011een.2,BC144369,,,MTHFD1L,,,"Homo sapiens methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like (MTHFD1L), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.",,
56,MiSeqNONOc.csv,uc010mdp.2,72898,uc010mdp.2,M34428,,,PVT1,,,"Homo sapiens Pvt1 oncogene (non-protein coding) (PVT1), non-coding RNA.",,
57,MiSeqNONOc.csv,uc002jfo.1,31491,uc002jfo.1,AB209475,P17252,KPCA_HUMAN,PRKCA,,,"Homo sapiens protein kinase C, alpha (PRKCA), mRNA.",,
58,MiSeqNONOc.csv,uc021qve.1,17756,uc021qve.1,AB593030,,,PRH1-PRR4,,,"Homo sapiens PRH1-PRR4 readthrough (PRH1-PRR4), non-coding RNA.",,
59,MiSeqNONOc.csv,uc001aje.2,131,uc001aje.2,NM_007033,O15258,RER1_HUMAN,RER1,NM_007033,NP_008964,"Homo sapiens RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae) (RER1), mRNA.",,
60,MiSeqNONOc.csv,uc011lek.2,73594,uc011lek.2,NM_001164754,Q6PJH4,Q6PJH4_HUMAN,ASPH,NM_001164754,NP_001158226,"Homo sapiens aspartate beta-hydroxylase (ASPH), transcript variant 10, mRNA.",,
61,MiSeqNONOc.csv,uc002xve.4,46909,uc002xve.4,NM_021988,Q13404-7,Q13404-7,UBE2V1,NM_021988,NP_001244328,"Homo sapiens ubiquitin-conjugating enzyme E2 variant 1 (UBE2V1), transcript variant 1, mRNA.",,
62,MiSeqNONOc.csv,uc031siz.1,57062,uc031siz.1,NM_001271606,P80723,BASP1_HUMAN,BASP1,NM_001271606,NP_001258535,"Homo sapiens brain abundant, membrane attached signal protein 1 (BASP1), transcript variant 2, mRNA.",,
63,MiSeqNONOc.csv,uc002yeh.3,47058,uc002yeh.3,NM_017798,Q9BYJ9,YTHD1_HUMAN,YTHDF1,NM_017798,NP_060268,"Homo sapiens YTH domain family, member 1 (YTHDF1), mRNA.",,
64,MiSeqNONOc.csv,uc003wfb.2,71733,uc003wfb.2,NM_004456,Q15910-2,Q15910-2,EZH2,NM_004456,NP_004447,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 1, mRNA.",,
65,MiSeqNONOc.csv,uc003oli.3,63018,uc003oli.3,AJ318054,Q96SB4,SRPK1_HUMAN,SRPK1,NM_003137,NP_003128,"Homo sapiens SRSF protein kinase 1 (SRPK1), transcript variant 1, mRNA.",,
66,MiSeqNONOc.csv,uc011dju.2,62442,uc011dju.2,AK300950,B7Z6U4,B7Z6U4_HUMAN,FAM65B,NM_015864,NP_056948,"Homo sapiens family with sequence similarity 65, member B (FAM65B), transcript variant 2, mRNA.",,
67,MiSeqNONOc.csv,uc021ygh.2,58320,uc021ygh.2,AB018274,Q6PKG0,LARP1_HUMAN,LARP1,NM_015315,NP_056130,"Homo sapiens La ribonucleoprotein domain family, member 1 (LARP1), mRNA.",,
68,MiSeqNONOc.csv,uc001czv.3,1407,uc001czv.3,NM_005595,Q12857-2,Q12857-2,NFIA,NM_005595,NP_005586,"Homo sapiens nuclear factor I/A (NFIA), transcript variant 2, mRNA.",,
69,MiSeqNONOc.csv,uc003kfi.1,59179,uc003kfi.1,AK300031,B4DT30,B4DT30_HUMAN,TBCA,NM_004607,NP_004598,"Homo sapiens tubulin folding cofactor A (TBCA), mRNA.",,
70,MiSeqNONOc.csv,uc003fix.4,53836,uc003fix.4,NM_024665,Q9BZK7,TBL1R_HUMAN,TBL1XR1,NM_024665,NP_078941,"Homo sapiens transducin (beta)-like 1 X-linked receptor 1 (TBL1XR1), mRNA.",,
71,MiSeqNONOc.csv,uc002iss.3,31260,uc002iss.3,NM_016424,O95232,LC7L3_HUMAN,LUC7L3,NM_016424,NP_057508,"Homo sapiens LUC7-like 3 (S. cerevisiae) (LUC7L3), transcript variant 1, mRNA.",,
72,MiSeqNONOc.csv,uc001ebl.3,2003,uc001ebl.3,NM_002884,P62834,RAP1A_HUMAN,RAP1A,NM_002884,NP_002875,"Homo sapiens RAP1A, member of RAS oncogene family (RAP1A), transcript variant 2, mRNA.",,
73,MiSeqNONOc.csv,uc001agd.3,4092,uc001agd.3,NM_014188,Q9NP77,SSU72_HUMAN,SSU72,NM_014188,NP_054907,"Homo sapiens SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae) (SSU72), mRNA.",,
74,MiSeqNONOc.csv,uc003fiy.2,53839,uc003fiy.2,BC060320,C9IYU9,C9IYU9_HUMAN,TBL1XR1,,,"Homo sapiens transducin (beta)-like 1 X-linked receptor 1 (TBL1XR1), mRNA.",,
75,MiSeqNONOc.csv,uc003vre.3,71537,uc003vre.3,NM_017812,Q9NX63,CHCH3_HUMAN,CHCHD3,NM_017812,NP_060282,"Homo sapiens coiled-coil-helix-coiled-coil-helix domain containing 3 (CHCHD3), mRNA.",,
76,MiSeqNONOc.csv,uc003kfh.1,59178,uc003kfh.1,NM_004607,O75347,TBCA_HUMAN,TBCA,NM_004607,NP_004598,"Homo sapiens tubulin folding cofactor A (TBCA), mRNA.",,
77,MiSeqNONOc.csv,uc004cov.5,77537,uc004cov.5,BC061915,,,STRF6,,,"Homo sapiens potential LAG1 interactor mRNA, partial cds.",,
78,MiSeqNONOc.csv,uc031ptb.1,9396,uc031ptb.1,NM_015155,Q92615,LAR4B_HUMAN,LARP4B,NM_015155,NP_055970,"Homo sapiens La ribonucleoprotein domain family, member 4B (LARP4B), mRNA.",,
79,MiSeqNONOc.csv,uc010wmw.2,31262,uc010wmw.2,AK295983,B4DJ96,B4DJ96_HUMAN,LUC7L3,,,"Homo sapiens LUC7-like 3 (S. cerevisiae) (LUC7L3), transcript variant 1, mRNA.",,
80,MiSeqNONOc.csv,uc031tgb.1,77548,uc031tgb.1,JA760615,,,JA760615,,,"JP 2012521745-A/34: Aberrant Mitochondrial DNA, Associated Fusion Transcripts and Translation Products and Hybridization Probes Therefor.",,
81,MiSeqNONOc.csv,uc003wfd.2,71732,uc003wfd.2,NM_001203247,Q15910,EZH2_HUMAN,EZH2,NM_001203247,NP_001190176,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 3, mRNA.",,
82,MiSeqNONOc.csv,uc003xur.3,73596,uc003xur.3,NM_001164756,Q12797-7,Q12797-7,ASPH,NM_001164756,NP_001158228,"Homo sapiens aspartate beta-hydroxylase (ASPH), transcript variant 12, mRNA.",,
83,MiSeqNONOc.csv,uc010swp.3,16990,uc010swp.3,NM_001261446,Q16881,TRXR1_HUMAN,TXNRD1,NM_001261446,,"Homo sapiens thioredoxin reductase 1 (TXNRD1), transcript variant 7, mRNA.",,
84,MiSeqNONOc.csv,uc001oiv.3,12298,uc001oiv.3,BC021120,Q9BWF3-2,Q9BWF3-2,RBM4,NM_001198843,NP_001185772,"Homo sapiens RNA binding motif protein 4 (RBM4), transcript variant 2, mRNA.",,
85,MiSeqNONOc.csv,uc010oqm.3,1530,uc010oqm.3,NM_001258216,Q99665,I12R2_HUMAN,IL12RB2,NM_001258216,NP_001245145,"Homo sapiens interleukin 12 receptor, beta 2 (IL12RB2), transcript variant 4, mRNA.",,
86,MiSeqNONOc.csv,uc021umk.1,35575,uc021umk.1,AL360261,,,DAZAP1,,,"Homo sapiens DAZ associated protein 1 (DAZAP1), transcript variant 2, mRNA.",,
87,MiSeqNONOc.csv,uc003jsr.3,57274,uc003jsr.3,NM_020928,Q9HCJ5,ZSWM6_HUMAN,ZSWIM6,NM_020928,NP_065979,"Homo sapiens zinc finger, SWIM-type containing 6 (ZSWIM6), mRNA.",,
88,MiSeqNONOc.csv,uc002fng.1,29777,uc002fng.1,BC088729,H3BNU4,H3BNU4_HUMAN,ANKRD11,,,"Homo sapiens ankyrin repeat domain 11 (ANKRD11), transcript variant 4, non-coding RNA.",,
89,MiSeqNONOc.csv,uc001qzj.4,17760,uc001qzj.4,AK123548,Q6ZW62,Q6ZW62_HUMAN,PRH1-PRR4,,,"Homo sapiens PRH1-PRR4 readthrough (PRH1-PRR4), non-coding RNA.",,
90,MiSeqNONOc.csv,uc001xlt.2,21483,uc001xlt.2,NM_001034852,Q9H4F8-2,Q9H4F8-2,SMOC1,NM_001034852,NP_001030024,"Homo sapiens SPARC related modular calcium binding 1 (SMOC1), transcript variant 1, mRNA.",,
91,MiSeqNONOc.csv,uc009vkg.1,4093,uc009vkg.1,AK297505,B4DMK6,B4DMK6_HUMAN,SSU72,NM_014188,NP_054907,"Homo sapiens SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae) (SSU72), mRNA.",,
92,MiSeqNONOc.csv,uc001hfr.4,3468,uc001hfr.4,NM_001114752,P08174-2,P08174-2,CD55,NM_001114752,NP_001108224,"Homo sapiens CD55 molecule, decay accelerating factor for complement (Cromer blood group) (CD55), transcript variant 2, mRNA.",,
93,MiSeqNONOc.csv,uc001byq.3,4851,uc001byq.3,AL831889,,,AL831889,,,Homo sapiens mRNA; cDNA DKFZp547C228 (from clone DKFZp547C228).,,
94,MiSeqNONOc.csv,uc001dny.2,5549,uc001dny.2,AK024026,Q9H582,ZN644_HUMAN,ZNF644,NM_201269,NP_958357,"Homo sapiens zinc finger protein 644 (ZNF644), transcript variant 1, mRNA.",,
95,MiSeqNONOc.csv,uc011bpk.1,53769,uc011bpk.1,NM_001205194,Q03112,EVI1_HUMAN,MECOM,NM_001205194,NP_005232,"Homo sapiens MDS1 and EVI1 complex locus (MECOM), transcript variant 7, mRNA.",,
96,MiSeqNONOc.csv,uc011lkl.2,74250,uc011lkl.2,NM_001195203,E9PBQ9,E9PBQ9_HUMAN,EEF1D,NM_001195203,NP_001182132,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 8, mRNA.",,
97,MiSeqNONOc.csv,uc010oqj.2,1532,uc010oqj.2,AK316525,Q99665-2,Q99665-2,IL12RB2,NM_001258214,NP_001245143,"Homo sapiens interleukin 12 receptor, beta 2 (IL12RB2), transcript variant 2, mRNA.",,
98,MiSeqNONOc.csv,uc002fne.4,29774,uc002fne.4,NR_045839,,,ANKRD11,NR_045839,,"Homo sapiens ankyrin repeat domain 11 (ANKRD11), transcript variant 4, non-coding RNA.",,
99,MiSeqNONOc.csv,uc001hfq.4,3469,uc001hfq.4,NM_000574,P08174,DAF_HUMAN,CD55,NM_000574,NP_000565,"Homo sapiens CD55 molecule, decay accelerating factor for complement (Cromer blood group) (CD55), transcript variant 1, mRNA.",,
100,MiSeqNONOc.csv,uc001cow.3,1224,uc001cow.3,BC065499,Q6P0Q8,MAST2_HUMAN,MAST2,NM_015112,NP_055927,"Homo sapiens microtubule associated serine/threonine kinase 2 (MAST2), mRNA.",,
101,MiSeqNONOc.csv,uc021pjv.1,3674,uc021pjv.1,M11353,P84243,H33_HUMAN,H3F3AP4,NM_005324,NP_005315,"Homo sapiens H3 histone, family 3A, pseudogene 4 (H3F3AP4), non-coding RNA.",,
102,MiSeqNONOc.csv,uc010lmi.3,71538,uc010lmi.3,AK310236,,,CHCHD3,NM_017812,,"Homo sapiens coiled-coil-helix-coiled-coil-helix domain containing 3 (CHCHD3), mRNA.",,
103,MiSeqNONOc.csv,uc002xul.4,45888,uc002xul.4,NR_003604,,,ZFAS1,NR_003604,,"Homo sapiens ZNFX1 antisense RNA 1 (ZFAS1), transcript variant 1, non-coding RNA.",,
104,MiSeqNONOc.csv,uc001qzb.4,17749,uc001qzb.4,NR_037918,,,PRH1-PRR4,NR_037918,,"Homo sapiens PRH1-PRR4 readthrough (PRH1-PRR4), non-coding RNA.",,
105,MiSeqNONOc.csv,uc031rue.1,46899,uc031rue.1,NR_047555,Q13404,UB2V1_HUMAN,UBE2V1,NM_001257399,NP_001244328,"Homo sapiens ubiquitin-conjugating enzyme E2 variant 1 (UBE2V1), transcript variant 14, non-coding RNA.",,
106,MiSeqNONOc.csv,uc004cam.1,75610,uc004cam.1,BC002872,Q9BU62,Q9BU62_HUMAN,PRRC2B,,,"Homo sapiens proline-rich coiled-coil 2B (PRRC2B), mRNA.",,
107,MiSeqNONOc.csv,uc001byp.3,4852,uc001byp.3,BX537811,,,BX537811,,,Homo sapiens mRNA; cDNA DKFZp547C228 (from clone DKFZp547C228).,,
108,MiSeqNONOc.csv,uc010tiw.2,19804,uc010tiw.2,BC121138,,,UBAC2,,,"Homo sapiens UBA domain containing 2 (UBAC2), transcript variant 3, non-coding RNA.",,
109,MiSeqNONOc.csv,uc003lvo.4,58319,uc003lvo.4,NM_015315,Q6PKG0-3,Q6PKG0-3,LARP1,NM_015315,NP_056130,"Homo sapiens La ribonucleoprotein domain family, member 1 (LARP1), mRNA.",,
110,MiSeqNONOc.csv,uc010oqi.2,1528,uc010oqi.2,NM_001258214,Q99665-2,Q99665-2,IL12RB2,NM_001258214,NP_001245143,"Homo sapiens interleukin 12 receptor, beta 2 (IL12RB2), transcript variant 2, mRNA.",,
111,MiSeqNONOc.csv,uc010oqk.3,1526,uc010oqk.3,NR_047584,,,IL12RB2,NM_001559,,"Homo sapiens interleukin 12 receptor, beta 2 (IL12RB2), transcript variant 6, non-coding RNA.",,
112,MiSeqNONOc.csv,uc031qqj.1,23247,uc031qqj.1,AK302882,Q86TU7,SETD3_HUMAN,SETD3,NM_032233,NP_115609,"Homo sapiens SET domain containing 3 (SETD3), transcript variant 1, mRNA.",,
113,MiSeqNONOc.csv,uc011kug.2,71736,uc011kug.2,NM_001203249,Q15910-5,Q15910-5,EZH2,NM_001203249,NP_001190178,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 5, mRNA.",,
114,MiSeqNONOc.csv,uc003jdx.1,57022,uc003jdx.1,NM_006999,Q5XG87,PAPD7_HUMAN,PAPD7,NM_006999,NP_001165277,"Homo sapiens PAP associated domain containing 7 (PAPD7), transcript variant 1, mRNA.",,
115,MiSeqNONOc.csv,uc002dja.3,28923,uc002dja.3,AB040413,,,LOC100271836,,,"Homo sapiens smg-1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans) pseudogene (LOC100271836), non-coding RNA.",,
116,MiSeqNONOc.csv,uc002xun.4,45892,uc002xun.4,NR_003606,,,ZFAS1,NR_003606,,"Homo sapiens ZNFX1 antisense RNA 1 (ZFAS1), transcript variant 3, non-coding RNA.",,
