,start_coord,end_coord,translation_status,count,length
88,148636,153055,False,1,4419
89,148636,153055,True,2,4419
90,149199,151845,False,1,2646
91,149199,152093,False,1,2894
92,153002,153103,False,1,101
93,155071,156566,False,1,1495
94,157724,158988,False,1,1264
95,157724,166039,False,1,8315
96,165452,168687,False,1,3235
97,167416,167514,False,1,98
98,173469,174201,True,1,732
99,174535,174857,True,1,322
100,174538,174647,True,2,109
101,175888,176126,False,1,238
102,175888,176126,True,2,238
103,175897,176135,True,1,238
104,176263,176439,True,1,176
105,176648,176824,False,1,176
106,180564,185229,True,1,4665
107,183562,184242,True,1,680
108,183744,184242,False,1,498
109,186458,186463,True,1,5
110,186881,187380,True,1,499
111,189451,192053,True,2,2602
112,189451,192417,True,1,2966
113,194535,198534,True,1,3999
114,194564,197365,False,1,2801
115,196290,197765,True,1,1475
116,202297,203464,False,1,1167
117,205915,207965,False,1,2050
118,207886,209285,True,1,1399
119,214302,214616,True,1,314
120,216253,217888,True,1,1635
121,216815,217027,True,1,212
122,218517,225904,False,1,7387
123,222150,222274,True,2,124
124,223276,223376,False,1,100
125,224203,261418,False,1,37215
126,226491,226626,False,1,135
127,228138,237621,False,1,9483
128,230243,231206,True,3,963
129,242236,254392,False,1,12156
130,242610,242996,False,1,386
131,242610,242996,True,3,386
132,244630,245952,True,1,1322
133,246124,246226,True,1,102
134,246578,249305,True,1,2727
135,248956,279101,True,1,30145
136,249563,251115,False,1,1552
137,254141,256439,True,1,2298
138,256500,257304,True,1,804
139,256500,257590,True,2,1090
140,258359,258451,True,2,92
141,258724,260230,True,3,1506
142,261103,261134,True,1,31
143,262949,263740,True,4,791
144,263995,265262,False,3,1267
145,264003,265267,False,1,1264
146,264013,265280,False,1,1267
147,264190,264673,True,1,483
148,266149,267580,True,1,1431
149,268866,270090,False,1,1224
150,268866,270937,False,1,2071
151,272672,274498,True,5,1826
152,274468,274560,True,1,92
153,276106,278378,False,1,2272
154,276344,277523,True,1,1179
155,281203,283532,True,1,2329
156,283028,292286,False,1,9258
157,286051,291137,False,1,5086
158,286251,300547,True,1,14296
159,292069,297179,True,1,5110
160,296411,298892,True,1,2481
161,296454,296555,False,1,101
162,298662,300125,True,1,1463
163,299650,307720,False,1,8070
164,299875,303150,False,1,3275
165,300387,310448,False,1,10061
166,302143,303003,False,1,860
167,317196,321788,True,3,4592
168,322054,324716,False,1,2662
169,322054,327632,False,1,5578
170,322054,327632,True,1,5578
171,337285,338740,True,1,1455
172,338731,339995,False,1,1264
173,343289,345450,True,1,2161
174,346481,348811,True,1,2330
175,349630,349909,True,2,279
176,349954,350233,False,1,279
177,350022,352591,True,2,2569
178,350346,352915,True,1,2569
179,352650,384358,True,1,31708
180,354198,354329,True,2,131
181,358145,359369,True,1,1224
182,361130,406336,True,1,45206
183,361255,406355,True,3,45100
184,361703,373594,True,1,11891
185,362503,362584,False,1,81
186,362507,362584,True,1,77
187,362922,407355,True,1,44433
188,364614,373021,True,2,8407
189,365007,373205,True,1,8198
190,365077,373205,True,1,8128
191,373419,394851,True,1,21432
192,382610,384258,True,1,1648
193,384177,386446,True,1,2269
194,386051,391137,False,1,5086
195,386233,386789,True,1,556
196,386772,388520,True,1,1748
197,393806,394055,True,2,249
198,394207,394353,True,1,146
199,395527,395632,True,2,105
200,396411,398892,True,1,2481
201,398677,398769,True,1,92
202,405856,406742,True,1,886
203,408392,408532,True,1,140
204,408566,410485,True,1,1919
205,408566,410503,True,6,1937
206,408566,415994,True,3,7428
207,408566,433003,True,2,24437
208,408566,436601,True,1,28035
209,408566,439449,True,1,30883
210,408566,441573,True,1,33007
211,408590,408873,True,1,283
212,409022,433310,True,1,24288
213,409022,439756,True,1,30734
214,410061,412000,True,1,1939
215,410947,421716,True,1,10769
216,412958,453735,True,1,40777
217,414089,419460,True,1,5371
218,415885,417815,True,1,1930
219,417467,417798,True,2,331
220,419068,419637,True,1,569
221,424674,424953,True,1,279
222,425066,427635,True,1,2569
223,429238,429369,True,1,131
224,429440,429946,True,2,506
225,429893,486489,True,2,56596
226,431747,433805,True,2,2058
227,431747,433859,True,5,2112
228,432060,432237,True,1,177
229,436888,441950,True,3,5062
230,437136,442997,False,1,5861
231,437136,442997,True,2,5861
232,437136,443001,False,1,5865
233,437136,448099,False,1,10963
234,437136,448099,True,2,10963
235,443289,445450,True,1,2161
236,445725,448330,False,1,2605
237,445725,448330,True,1,2605
238,445851,445967,True,1,116
239,448316,449748,False,1,1432
240,450405,457044,True,1,6639
241,450491,451887,True,1,1396
242,452001,469782,True,1,17781
243,452001,481760,True,2,29759
244,453488,453604,True,1,116
245,456171,458712,True,1,2541
246,456747,459288,True,1,2541
247,458145,459369,True,1,1224
248,460912,460995,True,1,83
249,472404,472483,False,1,79
250,473951,475803,False,1,1852
251,473951,475803,True,2,1852
252,473951,480846,True,1,6895
253,476853,478092,True,1,1239
254,477024,524572,True,2,47548
255,478311,478901,True,1,590
256,478311,478938,False,1,627
257,478311,478938,True,3,627
258,479100,525619,False,1,46519
259,479100,525619,True,1,46519
260,479103,479507,True,1,404
261,487064,491038,False,1,3974
262,489919,494004,True,2,4085
263,493369,494040,False,1,671
264,503411,508110,True,3,4699
265,511816,538604,True,2,26788
266,512037,512537,True,1,500
267,514128,514291,True,2,163
268,520554,523054,True,1,2500
269,527377,533694,False,1,6317
270,529875,536732,False,1,6857
271,529875,536732,True,4,6857
272,530882,553688,True,2,22806
273,532519,542616,True,2,10097
274,533750,535896,True,3,2146
275,533758,535904,True,3,2146
276,533778,535924,True,3,2146
277,533838,535984,True,3,2146
278,543540,543624,True,1,84
279,543671,544559,True,6,888
280,546147,559506,False,1,13359
281,546147,559506,True,5,13359
282,551498,580054,False,1,28556
283,555641,555938,True,1,297
284,557167,557894,True,2,727
285,559712,562669,True,1,2957
286,560077,563037,True,1,2960
287,562580,563175,True,3,595
288,569656,584346,False,2,14690
289,569656,584346,True,2,14690
290,572333,574139,True,1,1806
291,578376,578939,True,1,563
292,578376,579005,True,1,629
293,579633,579946,True,1,313
294,583055,585395,True,1,2340
295,584660,596726,True,2,12066
296,586302,586431,True,1,129
297,587747,587919,True,1,172
298,589919,594004,True,2,4085
299,596913,597503,True,1,590
300,599200,603932,True,1,4732
301,599619,600884,True,5,1265
302,608627,648297,True,3,39670
303,608928,611074,True,3,2146
304,609288,616505,True,1,7217
305,612037,612537,True,1,500
306,612285,612691,True,1,406
307,614915,618782,True,1,3867
308,614923,618790,True,1,3867
309,614943,618810,True,1,3867
310,615005,618872,False,1,3867
311,615231,619093,True,1,3862
312,616544,617117,True,1,573
313,619765,620742,False,1,977
314,628346,628910,True,1,564
315,637398,643225,False,1,5827
316,637691,637809,True,4,118
317,639418,641014,True,1,1596
318,639657,640235,True,1,578
319,639662,640235,True,1,573
320,643646,647267,True,1,3621
321,644264,646322,True,1,2058
322,644318,644685,True,1,367
323,645478,666707,True,1,21229
324,647951,648177,True,1,226
325,648632,648724,True,1,92
326,655155,657260,True,1,2105
327,660022,660326,True,3,304
328,660377,660752,True,1,375
329,661358,662349,True,2,991
330,663370,669164,True,3,5794
331,665982,666999,True,2,1017
332,673466,680886,True,1,7420
333,675687,676877,True,2,1190
334,689881,693749,True,1,3868
335,702880,704175,False,1,1295
336,713873,719878,True,3,6005
337,722915,729005,True,1,6090
338,723120,729960,True,1,6840
339,724084,725015,True,1,931
340,724482,729119,True,2,4637
341,732142,733606,True,2,1464
342,737377,740107,True,1,2730
343,739748,741901,True,1,2153
344,767182,828068,True,1,60886
345,771291,785572,True,1,14281
346,773351,773556,True,1,205
347,778131,779231,False,3,1100
348,778131,779231,True,2,1100
349,778131,786876,True,2,8745
350,783286,786546,True,4,3260
351,783547,784834,False,1,1287
352,783547,784834,True,3,1287
353,784050,784512,True,1,462
354,784050,791145,True,1,7095
355,785306,786925,True,1,1619
356,788417,789959,True,1,1542
357,788669,789959,True,1,1290
358,788740,790822,True,1,2082
359,788876,789155,True,1,279
360,789268,791837,True,1,2569
361,793440,793571,True,1,131
362,794307,795881,True,1,1574
363,803925,805245,True,1,1320
364,810761,829303,False,1,18542
365,811774,812062,True,3,288
366,812409,812712,True,1,303
367,813843,814446,True,1,603
368,827552,856087,False,1,28535
369,831369,831474,True,2,105
370,832737,834205,False,1,1468
371,833904,835503,True,1,1599
372,834445,834971,True,3,526
373,835165,835709,True,1,544
374,835608,835873,True,2,265
375,836518,836647,True,3,129
376,838098,839017,True,1,919
377,838899,839772,False,1,873
378,839985,850456,True,1,10471
379,839985,885585,True,1,45600
380,840501,841195,False,1,694
381,840511,849160,True,2,8649
382,840511,885965,True,1,45454
383,841593,842162,True,1,569
384,842489,843876,True,2,1387
385,843058,843384,True,2,326
386,844406,846318,True,1,1912
387,844406,846336,True,7,1930
388,844406,851832,True,3,7426
389,844406,868854,True,2,24448
390,844406,872455,True,1,28049
391,844406,875304,True,1,30898
392,844406,877428,True,1,33022
393,845901,847833,True,1,1932
394,846056,847837,True,3,1781
395,849915,855291,True,1,5376
396,857059,858323,True,1,1264
397,858441,865288,False,1,6847
398,859981,868262,False,1,8281
399,864717,865528,False,1,811
400,865201,866105,True,1,904
401,865712,870764,True,1,5052
402,871683,875798,True,4,4115
403,871993,900134,True,2,28141
404,871993,926615,True,1,54622
405,881459,882246,True,1,787
406,882533,884281,True,1,1748
407,886738,889596,True,1,2858
408,893803,895712,False,1,1909
409,894504,896179,True,1,1675
410,900916,910464,True,2,9548
411,903806,903850,True,1,44
412,903900,906811,True,3,2911
413,914854,917535,False,1,2681
414,927709,930992,True,2,3283
415,928057,930355,True,3,2298
416,937090,937349,False,1,259
417,937736,955572,True,1,17836
418,940667,940847,True,1,180
419,942704,943416,False,1,712
420,942868,943722,False,1,854
421,946830,948329,True,2,1499
422,952387,987069,True,1,34682
423,961300,971340,False,1,10040
424,964554,966700,True,3,2146
425,971901,974114,True,3,2213
426,986112,987208,True,1,1096
427,986266,987171,False,1,905
428,986266,987171,True,4,905
429,986542,987211,True,1,669
430,986913,987260,True,1,347
431,989289,989392,True,9,103
432,993040,994320,True,2,1280
433,993040,994983,True,1,1943
434,997167,1013190,True,1,16023
435,997167,1019426,True,1,22259
436,1000550,1001956,True,1,1406
437,1009448,1053799,True,1,44351
438,1009448,1181582,True,2,172134
439,1014488,1014940,False,1,452
440,1014488,1014940,True,1,452
441,1015340,1026383,True,1,11043
442,1021590,1025415,True,2,3825
443,1045761,1049625,True,1,3864
444,1049894,1057372,True,1,7478
445,1063840,1067567,True,1,3727
446,1064763,1064870,False,1,107
447,1064763,1064870,True,1,107
448,1064996,1065516,True,1,520
449,1064996,1065692,True,1,696
450,1065260,1071373,True,1,6113
451,1070415,1076277,True,2,5862
452,1075107,1076962,True,1,1855
453,1075107,1077647,True,1,2540
454,1075126,1076117,True,1,991
455,1081293,1090858,True,1,9565
456,1088159,1091311,True,1,3152
457,1088159,1091315,True,1,3156
458,1094488,1224035,True,1,129547
459,1109960,1110152,True,1,192
460,1117070,1117371,False,1,301
461,1119159,1119253,False,1,94
462,1122003,1122730,True,1,727
463,1122926,1123209,True,2,283
464,1122980,1123742,False,1,762
465,1127028,1128563,True,1,1535
466,1133214,1134009,False,1,795
467,1133509,1134006,False,1,497
468,1139041,1180934,True,1,41893
469,1139253,1213872,True,1,74619
470,1142855,1150774,True,1,7919
471,1142855,1151653,True,1,8798
472,1145154,1150225,True,1,5071
473,1145154,1151951,True,1,6797
474,1153074,1157972,True,4,4898
475,1155884,1161799,False,1,5915
476,1155884,1161799,True,2,5915
477,1155923,1211699,False,1,55776
478,1158505,1159226,True,1,721
479,1165649,1169369,True,1,3720
480,1169945,1174991,True,1,5046
481,1170415,1176277,True,2,5862
482,1179072,1179857,True,7,785
483,1180469,1193434,True,1,12965
484,1184708,1188955,True,1,4247
485,1184826,1187454,False,1,2628
486,1192214,1212808,True,1,20594
487,1192724,1212914,True,1,20190
488,1194126,1203973,True,1,9847
489,1194126,1214983,True,1,20857
490,1205071,1205161,True,1,90
491,1205242,1213843,False,1,8601
492,1216785,1217259,False,1,474
493,1221082,1223675,True,1,2593
494,1224962,1231507,False,1,6545
495,1224962,1231507,True,1,6545
496,1225354,1225551,True,9,197
497,1228875,1232795,True,1,3920
498,1233456,1234685,True,1,1229
499,1234106,1234500,True,1,394
500,1234106,1234525,True,1,419
501,1234334,1234516,True,5,182
502,1234545,1234639,True,1,94
503,1234783,1239278,True,1,4495
504,1237906,1243035,False,1,5129
505,1239002,1239094,True,2,92
506,1239245,1247826,True,2,8581
507,1240063,1244031,True,3,3968
508,1245106,1246569,True,1,1463
509,1248475,1248767,True,1,292
510,1252842,1253007,True,1,165
511,1256828,1260885,True,1,4057
512,1256828,1262140,True,1,5312
513,1264069,1264641,True,1,572
514,1271855,1272182,True,2,327
515,1272688,1277351,True,1,4663
516,1274893,1276735,True,1,1842
517,1278903,1279615,True,1,712
518,1279419,1279927,True,1,508
519,1280064,1283158,True,2,3094
520,1280195,1280335,True,2,140
521,1280605,1307378,True,1,26773
522,1287344,1298350,True,1,11006
523,1288878,1295384,False,1,6506
524,1288878,1298184,True,2,9306
525,1294073,1294604,True,2,531
526,1294483,1294556,False,1,73
527,1295802,1295895,True,1,93
528,1298932,1303031,True,1,4099
529,1299583,1307459,True,1,7876
530,1300392,1300653,True,1,261
531,1304669,1305801,True,1,1132
532,1311944,1312210,True,1,266
533,1315550,1317242,True,2,1692
534,1315550,1326673,True,1,11123
535,1324847,1327409,True,1,2562
536,1325387,1326059,True,2,672
537,1326026,1335655,True,4,9629
538,1326322,1326414,False,1,92
539,1326322,1326414,True,1,92
540,1326322,1329823,True,1,3501
541,1332532,1333314,False,2,782
542,1332532,1333314,True,1,782
543,1337011,1337228,False,1,217
544,1337533,1338151,False,1,618
545,1337647,1337727,False,1,80
546,1337647,1337727,True,1,80
547,1343399,1344482,False,1,1083
548,1343399,1344482,True,1,1083
549,1343528,1344155,True,1,627
550,1344729,1345642,True,3,913
551,1347308,1347842,True,1,534
552,1348643,1349420,False,1,777
553,1349869,1427200,True,1,77331
554,1349869,1447017,True,1,97148
555,1351782,1352185,True,4,403
556,1352914,1354178,True,1,1264
557,1361593,1362045,False,1,452
558,1362435,1363591,True,1,1156
559,1368767,1394995,True,1,26228
560,1369072,1369145,True,5,73
561,1371444,1371833,True,1,389
562,1371467,1372468,True,2,1001
563,1373561,1397442,True,1,23881
564,1373761,1374837,True,1,1076
565,1375411,1459676,True,1,84265
566,1382479,1383971,False,1,1492
567,1383891,1383966,False,1,75
568,1383891,1383966,True,1,75
569,1384368,1388589,False,1,4221
570,1391412,1394457,True,1,3045
571,1391436,1394457,True,3,3021
572,1392005,1392116,True,1,111
573,1392398,1403980,True,1,11582
574,1396885,1398063,False,1,1178
575,1397279,1398459,False,1,1180
576,1397505,1398683,False,1,1178
577,1397599,1398772,False,1,1173
578,1397891,1399069,False,1,1178
579,1398788,1399123,False,1,335
580,1398788,1399123,True,3,335
581,1399331,1423989,False,1,24658
582,1399331,1423989,True,4,24658
583,1400871,1401951,False,1,1080
584,1406923,1409472,True,3,2549
585,1410525,1410628,True,1,103
586,1412407,1415447,True,2,3040
587,1413429,1415956,True,1,2527
588,1413602,1413820,False,1,218
589,1414052,1417607,True,1,3555
590,1415653,1415942,True,1,289
591,1418103,1435088,True,3,16985
592,1418780,1418880,True,1,100
593,1420364,1429938,True,1,9574
594,1422565,1422659,True,1,94
595,1430788,1430935,True,2,147
596,1436318,1436433,True,2,115
597,1442094,1442586,True,1,492
598,1442269,1442346,True,1,77
599,1444474,1444596,True,1,122
600,1445152,1447962,True,1,2810
601,1446223,1454423,True,2,8200
602,1449390,1450287,True,1,897
603,1451534,1452039,True,2,505
604,1452571,1452744,True,1,173
605,1455649,1458878,True,1,3229
606,1456488,1458925,True,1,2437
607,1458509,1460343,True,1,1834
608,1458939,1460772,True,1,1833
609,1459143,1460977,True,1,1834
610,1459237,1461070,True,1,1833
611,1459529,1461363,True,1,1834
612,1460798,1461175,True,1,377
613,1460798,1461264,True,1,466
614,1461442,1462732,True,1,1290
615,1461872,1463161,True,1,1289
616,1462076,1463366,True,1,1290
617,1462170,1463459,True,1,1289
618,1462462,1463752,True,1,1290
619,1464540,1464617,True,2,77
620,1464734,1464986,True,1,252
621,1464994,1467123,True,1,2129
622,1465162,1465414,True,1,252
623,1465368,1465607,True,1,239
624,1465368,1465620,True,1,252
625,1465460,1465712,True,1,252
626,1465754,1465993,True,1,239
627,1465754,1466006,True,1,252
628,1467216,1470664,True,1,3448
629,1469582,1473030,True,1,3448
630,1469603,1469691,True,1,88
631,1471991,1473170,False,1,1179
632,1480207,1481434,False,1,1227
633,1482605,1483066,True,1,461
634,1483192,1484864,True,1,1672
635,1486922,1487131,True,3,209
636,1495009,1503308,True,3,8299
637,1499610,1500095,True,1,485
638,1499610,1500624,True,1,1014
639,1502316,1508033,True,1,5717
640,1526125,1527351,False,5,1226
641,1526406,1527558,False,1,1152
642,1528936,1534155,True,8,5219
643,1530565,1530754,True,1,189
644,1533289,1535635,True,1,2346
645,1533289,1535697,True,1,2408
646,1533643,1535476,True,1,1833
647,1533704,1533983,False,1,279
648,1534595,1537534,True,1,2939
649,1536576,1537865,True,1,1289
650,1538125,1538213,True,2,88
651,1539854,1540812,True,1,958
652,1539866,1540105,True,1,239
653,1539866,1540118,True,1,252
654,1540028,1540307,False,1,279
655,1541581,1541669,False,2,88
656,1541581,1541669,True,1,88
657,1541915,1542142,True,4,227
658,1541975,1542974,True,1,999
659,1542577,1542737,True,2,160
660,1545370,1545501,True,2,131
661,1547875,1547993,True,1,118
662,1547875,1548374,True,1,499
663,1548412,1549494,False,1,1082
664,1549127,1549230,True,1,103
665,1550203,1550354,True,1,151
666,1552424,1555455,False,1,3031
667,1554097,1554367,True,1,270
668,1554280,1554515,True,1,235
669,1554879,1555228,True,2,349
670,1559230,1564963,True,2,5733
671,1560423,1560609,True,2,186
672,1560424,1585871,False,2,25447
673,1561842,1562405,False,1,563
674,1563266,1563863,True,1,597
675,1568187,1568575,True,1,388
676,1568572,1570885,True,1,2313
677,1575767,1577137,True,1,1370
678,1582542,1582614,True,3,72
679,1588417,1588678,True,1,261
680,1592414,1596932,False,1,4518
681,1592414,1596932,True,1,4518
682,1594896,1596802,True,3,1906
683,1598743,1598991,False,1,248
684,1598743,1598991,True,5,248
685,1599428,1599566,True,1,138
686,1600491,1600854,False,2,363
687,1600491,1601957,False,1,1466
688,1600923,1601286,False,2,363
689,1600923,1602389,False,1,1466
690,1601123,1601486,False,2,363
691,1601123,1602589,False,1,1466
692,1601213,1601576,False,2,363
693,1601213,1602679,False,1,1466
694,1601511,1601874,False,2,363
695,1601511,1602977,False,1,1466
696,1607053,1613548,True,1,6495
697,1607505,1612940,False,1,5435
698,1615198,1617555,True,1,2357
699,1616953,1618217,True,1,1264
700,1619974,1620167,True,1,193
701,1621585,1621835,True,1,250
702,1621585,1621895,True,1,310
703,1621940,1623436,True,1,1496
704,1622246,1623742,True,1,1496
705,1626382,1626919,True,3,537
706,1628949,1639704,True,1,10755
707,1632295,1632391,True,1,96
708,1633467,1642059,True,1,8592
709,1637858,1638472,True,1,614
710,1647113,1647218,True,1,105
711,1650644,1659164,False,1,8520
712,1652422,1654384,True,1,1962
713,1653519,1656843,True,1,3324
714,1653519,1700730,True,1,47211
715,1653939,1657262,True,1,3323
716,1653939,1701119,True,1,47180
717,1654151,1657475,True,1,3324
718,1654151,1701353,True,1,47202
719,1654217,1657540,True,1,3323
720,1654217,1701412,True,1,47195
721,1654539,1657863,True,1,3324
722,1654539,1701758,True,1,47219
723,1655295,1655812,True,1,517
724,1655734,1656058,True,1,324
725,1657001,1657079,True,1,78
726,1658836,1659280,True,1,444
727,1665973,1667479,True,1,1506
728,1665973,1669012,True,1,3039
729,1665977,1667479,False,1,1502
730,1665977,1667479,True,1,1502
731,1665977,1669012,True,1,3035
732,1666545,1691107,False,1,24562
733,1671350,1671798,True,2,448
734,1675617,1675980,False,2,363
735,1675617,1677083,False,1,1466
736,1677396,1677547,False,1,151
737,1677396,1677550,True,5,154
738,1680200,1682132,True,1,1932
739,1680321,1683277,True,1,2956
740,1682053,1684443,True,1,2390
741,1683881,1688647,True,2,4766
742,1685738,1690022,True,2,4284
743,1685738,1693109,True,1,7371
744,1685985,1690139,True,1,4154
745,1685990,1690139,True,1,4149
746,1686626,1686742,False,1,116
747,1686626,1686742,True,3,116
748,1686966,1687231,True,1,265
749,1688266,1691279,True,1,3013
750,1689032,1691644,True,1,2612
751,1693667,1694137,False,1,470
752,1696864,1697018,True,1,154
753,1704685,1705164,True,1,479
754,1706052,1706352,False,2,300
755,1707059,1708221,True,1,1162
756,1707059,1712098,True,1,5039
757,1710433,1727333,True,1,16900
758,1711352,1712912,True,1,1560
759,1712006,1713533,True,1,1527
760,1712561,1713166,True,1,605
761,1712561,1728391,True,2,15830
762,1712561,1734684,True,1,22123
763,1719408,1720279,True,1,871
764,1721098,1721829,True,1,731
765,1721963,1723068,True,1,1105
766,1722300,1722420,True,1,120
767,1722694,1726834,False,7,4140
768,1722694,1726834,True,21,4140
769,1722694,1732451,False,1,9757
770,1722694,1732451,True,1,9757
771,1725578,1784894,True,6,59316
772,1728532,1729376,False,2,844
773,1728532,1729376,True,4,844
774,1734934,1737212,True,1,2278
775,1736212,1736375,True,1,163
776,1736461,1736823,True,3,362
777,1737814,1737977,True,6,163
778,1741092,1742041,True,1,949
779,1744379,1750574,True,1,6195
780,1747030,1748690,False,1,1660
781,1747030,1748690,True,3,1660
782,1747545,1748321,True,4,776
783,1747903,1748679,True,4,776
784,1748159,1748935,True,4,776
785,1748211,1748987,True,4,776
786,1748581,1749357,True,4,776
787,1749494,1751176,True,1,1682
788,1752542,1754683,False,1,2141
789,1753209,1754311,True,1,1102
790,1758937,1761121,True,1,2184
791,1759293,1761482,True,1,2189
792,1759549,1761738,True,1,2189
793,1759601,1761790,True,1,2189
794,1759762,1760002,True,3,240
795,1759762,1760017,True,1,255
796,1759973,1762162,True,1,2189
797,1766134,1771030,True,1,4896
798,1776306,1777209,True,1,903
799,1778396,1778714,True,1,318
800,1782111,1783307,False,1,1196
801,1783266,1783830,False,1,564
802,1785138,1786438,True,1,1300
803,1786173,1787868,True,2,1695
804,1788109,1788241,True,1,132
805,1789420,1840704,False,1,51284
806,1792146,1792637,True,1,491
807,1793958,1794032,True,1,74
808,1794042,1795940,True,1,1898
809,1794138,1794212,True,1,74
810,1795311,1795542,False,1,231
811,1795585,1795816,True,1,231
812,1796991,1803883,False,1,6892
813,1800976,1802373,True,1,1397
814,1803870,1803958,True,3,88
815,1808340,1808739,False,1,399
816,1808340,1822576,True,5,14236
817,1810004,1810328,True,1,324
818,1810693,1812854,True,1,2161
819,1816166,1817160,True,6,994
820,1822227,1822455,False,1,228
821,1822227,1822455,True,1,228
822,1828071,1829052,True,1,981
823,1828483,1829662,False,1,1179
824,1832627,1841881,True,1,9254
825,1835087,1835883,True,1,796
826,1851896,1885243,False,1,33347
827,1851896,1885243,True,2,33347
828,1852095,1855296,True,1,3201
829,1852589,1867756,True,7,15167
830,1855751,1857770,True,10,2019
831,1855751,1863078,False,1,7327
832,1855751,1863098,False,1,7347
833,1855751,1864600,True,3,8849
834,1856209,1858228,True,10,2019
835,1856209,1863537,False,1,7328
836,1856209,1863557,False,1,7348
837,1856209,1865059,True,3,8850
838,1856469,1858488,True,10,2019
839,1856469,1863796,False,1,7327
840,1856469,1863816,False,1,7347
841,1856469,1865318,True,3,8849
842,1856537,1858556,True,10,2019
843,1856537,1863864,False,1,7327
844,1856537,1863884,False,1,7347
845,1856537,1865386,True,3,8849
846,1856883,1858901,True,10,2018
847,1856883,1864209,False,1,7326
848,1856883,1864229,False,1,7346
849,1856883,1865731,True,3,8848
850,1862923,1874423,False,1,11500
851,1869153,1869245,True,2,92
852,1876122,1876204,True,5,82
853,1880204,1883671,True,1,3467
854,1880204,1886910,True,1,6706
855,1887617,1889243,True,1,1626
856,1888067,1889688,True,1,1621
857,1888343,1889970,True,1,1627
858,1888411,1890038,True,1,1627
859,1890139,1891971,True,1,1832
860,1893072,1894360,True,1,1288
861,1893307,2025755,False,1,132448
862,1893307,2025755,True,2,132448
863,1896360,1896599,True,1,239
864,1896360,1896612,True,1,252
865,1897802,1898208,True,1,406
866,1907180,1907506,True,2,326
867,1909834,1910408,True,8,574
868,1909834,1910607,True,2,773
869,1911255,1913081,True,1,1826
870,1918529,1918837,True,1,308
871,1919992,1920763,False,1,771
872,1920053,1920824,True,1,771
873,1922808,1923613,False,3,805
874,1930943,1932958,True,10,2015
875,1930943,1938269,False,1,7326
876,1930943,1938289,False,1,7346
877,1930943,1939792,True,3,8849
878,1940687,1941425,True,1,738
879,1944316,1949154,True,1,4838
880,1946154,1957776,True,1,11622
881,1954422,1967006,True,1,12584
882,1961814,1962379,False,1,565
883,1961814,1962379,True,1,565
884,1961814,1975182,True,1,13368
885,1962809,1964434,True,1,1625
886,1965594,1966358,True,2,764
887,1968890,1970190,True,1,1300
888,1976252,1976491,False,1,239
889,1979096,1985808,True,1,6712
890,1983430,1983559,True,5,129
891,1983488,1983617,True,5,129
892,1984138,1984267,True,5,129
