,dataset,transcript,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
10,MiSeqNONOc.csv,uc002ikd.3,33396,uc002ikd.3,NM_015443,Q7Z3B3,KANL1_HUMAN,KANSL1,NM_015443,NP_056258,"Homo sapiens KAT8 regulatory NSL complex subunit 1 (KANSL1), transcript variant 2, mRNA.",,
11,MiSeqSFPQc.csv,uc002xun.4,45892,uc002xun.4,NR_003606,,,ZFAS1,NR_003606,,"Homo sapiens ZNFX1 antisense RNA 1 (ZFAS1), transcript variant 3, non-coding RNA.",,
12,MiSeqNONOc.csv,uc002xun.4,45892,uc002xun.4,NR_003606,,,ZFAS1,NR_003606,,"Homo sapiens ZNFX1 antisense RNA 1 (ZFAS1), transcript variant 3, non-coding RNA.",,
13,MiSeqSFPQc.csv,uc002rnl.3,40516,uc002rnl.3,NM_001002257,Q6UWP7,LCLT1_HUMAN,LCLAT1,NM_001002257,NP_001002257,"Homo sapiens lysocardiolipin acyltransferase 1 (LCLAT1), transcript variant 2, mRNA.",,
14,MiSeqSFPQc.csv,uc010qet.2,8119,uc010qet.2,AK303283,B7Z8E4,B7Z8E4_HUMAN,CCNY,,,"Homo sapiens cyclin Y (CCNY), transcript variant 1, mRNA.",,
15,MiSeqSFPQc.csv,uc010ksi.1,70119,uc010ksi.1,AK310481,Q9Y6D9,MD1L1_HUMAN,MAD1L1,NM_003550,NP_003541,"Homo sapiens MAD1 mitotic arrest deficient-like 1 (yeast) (MAD1L1), transcript variant 3, mRNA.",,
16,MiSeqSFPQc.csv,uc003jhp.1,58800,uc003jhp.1,NM_022130,Q9H4A6,GOLP3_HUMAN,GOLPH3,NM_022130,NP_071413,"Homo sapiens golgi phosphoprotein 3 (coat-protein) (GOLPH3), mRNA.",,
17,MiSeqSFPQc.csv,uc002rnj.3,40515,uc002rnj.3,NM_182551,Q6UWP7,LCLT1_HUMAN,LCLAT1,NM_182551,NP_001002257,"Homo sapiens lysocardiolipin acyltransferase 1 (LCLAT1), transcript variant 1, mRNA.",,
18,MiSeqSFPQc.csv,uc031sil.1,56980,uc031sil.1,NM_001267557,O75340,PDCD6_HUMAN,PDCD6,NM_001267557,NP_001254486,"Homo sapiens programmed cell death 6 (PDCD6), transcript variant 3, mRNA.",,
19,MiSeqSFPQc.csv,uc031rct.1,31075,uc031rct.1,JQ790735,A6NM11,L37A2_HUMAN,LRRC37A2,NM_001006607,NP_001006608,"Homo sapiens leucine rich repeat containing 37, member A2 (LRRC37A2), mRNA.",,
20,MiSeqSFPQc.csv,uc021xqo.1,56467,uc021xqo.1,CCDS43258,Q9BXS0,COPA1_HUMAN,COL25A1,NM_198721,NP_942014,"Homo sapiens collagen, type XXV, alpha 1 (COL25A1), transcript variant 1, mRNA.",,
21,MiSeqSFPQc.csv,uc003hze.2,56463,uc003hze.2,NM_198721,Q9BXS0,COPA1_HUMAN,COL25A1,NM_198721,NP_942014,"Homo sapiens collagen, type XXV, alpha 1 (COL25A1), transcript variant 1, mRNA.",,
22,MiSeqSFPQc.csv,uc003ykr.2,73930,uc003ykr.2,NM_015902,O95071,UBR5_HUMAN,UBR5,NM_015902,NP_056986,"Homo sapiens ubiquitin protein ligase E3 component n-recognin 5 (UBR5), mRNA.",,
23,MiSeqSFPQc.csv,uc001ibv.2,7685,uc001ibv.2,NM_015446,Q8WYP5-3,Q8WYP5-3,AHCTF1,NM_015446,NP_056261,"Homo sapiens AT hook containing transcription factor 1 (AHCTF1), mRNA.",,
24,MiSeqSFPQc.csv,uc001hfr.4,3468,uc001hfr.4,NM_001114752,P08174-2,P08174-2,CD55,NM_001114752,NP_001108224,"Homo sapiens CD55 molecule, decay accelerating factor for complement (Cromer blood group) (CD55), transcript variant 2, mRNA.",,
25,MiSeqNONOc.csv,uc001hfr.4,3468,uc001hfr.4,NM_001114752,P08174-2,P08174-2,CD55,NM_001114752,NP_001108224,"Homo sapiens CD55 molecule, decay accelerating factor for complement (Cromer blood group) (CD55), transcript variant 2, mRNA.",,
26,MiSeqSFPQc.csv,uc003lvo.4,58319,uc003lvo.4,NM_015315,Q6PKG0-3,Q6PKG0-3,LARP1,NM_015315,NP_056130,"Homo sapiens La ribonucleoprotein domain family, member 1 (LARP1), mRNA.",,
27,MiSeqNONOc.csv,uc003lvo.4,58319,uc003lvo.4,NM_015315,Q6PKG0-3,Q6PKG0-3,LARP1,NM_015315,NP_056130,"Homo sapiens La ribonucleoprotein domain family, member 1 (LARP1), mRNA.",,
28,MiSeqSFPQc.csv,uc001pxl.2,13069,uc001pxl.2,NM_015313,Q9NZN5,ARHGC_HUMAN,ARHGEF12,NM_015313,NP_056128,"Homo sapiens Rho guanine nucleotide exchange factor (GEF) 12 (ARHGEF12), transcript variant 1, mRNA.",,
29,MiSeqSFPQc.csv,uc011cmu.2,57044,uc011cmu.2,NM_001270660,B4DT33,B4DT33_HUMAN,MARCH6,NM_001270660,NP_001257589,"Homo sapiens membrane-associated ring finger (C3HC4) 6, E3 ubiquitin protein ligase (MARCH6), transcript variant 2, mRNA.",,
30,MiSeqSFPQc.csv,uc003slf.1,70114,uc003slf.1,NM_003550,Q9Y6D9,MD1L1_HUMAN,MAD1L1,NM_003550,NP_003541,"Homo sapiens MAD1 mitotic arrest deficient-like 1 (yeast) (MAD1L1), transcript variant 1, mRNA.",,
31,MiSeqSFPQc.csv,uc001iyw.4,8115,uc001iyw.4,NM_145012,Q8ND76,CCNY_HUMAN,CCNY,NM_145012,NP_859049,"Homo sapiens cyclin Y (CCNY), transcript variant 1, mRNA.",,
32,MiSeqSFPQc.csv,uc010bxg.3,27259,uc010bxg.3,BC110658,A8MRT5,K220L_HUMAN,LOC100132247,NM_001135865,NP_001129337,"Homo sapiens nuclear pore complex interacting protein related gene (LOC100132247), mRNA.",,
33,MiSeqNONOc.csv,uc010bxg.3,27259,uc010bxg.3,BC110658,A8MRT5,K220L_HUMAN,LOC100132247,NM_001135865,NP_001129337,"Homo sapiens nuclear pore complex interacting protein related gene (LOC100132247), mRNA.",,
34,MiSeqSFPQc.csv,uc001hgc.3,3488,uc001hgc.3,NM_002389,P15529,MCP_HUMAN,CD46,NM_002389,NP_002380,"Homo sapiens CD46 molecule, complement regulatory protein (CD46), transcript variant a, mRNA.",,
35,MiSeqSFPQc.csv,uc001onw.3,12375,uc001onw.3,NM_001164161,Q5H9R7,PP6R3_HUMAN,PPP6R3,NM_001164161,NP_001157633,"Homo sapiens protein phosphatase 6, regulatory subunit 3 (PPP6R3), transcript variant 6, mRNA.",,
36,MiSeqSFPQc.csv,uc003slh.1,70113,uc003slh.1,NM_001013836,Q9Y6D9,MD1L1_HUMAN,MAD1L1,NM_001013836,NP_003541,"Homo sapiens MAD1 mitotic arrest deficient-like 1 (yeast) (MAD1L1), transcript variant 2, mRNA.",,
37,MiSeqSFPQc.csv,uc021zic.1,64146,uc021zic.1,BX647106,H0UI31,H0UI31_HUMAN,LINC00473,,,"Homo sapiens long intergenic non-protein coding RNA 473 (LINC00473), transcript variant 2, non-coding RNA.",,
38,MiSeqNONOc.csv,uc021zic.1,64146,uc021zic.1,BX647106,H0UI31,H0UI31_HUMAN,LINC00473,,,"Homo sapiens long intergenic non-protein coding RNA 473 (LINC00473), transcript variant 2, non-coding RNA.",,
39,MiSeqSFPQc.csv,uc021pmm.1,7807,uc021pmm.1,AB621821,,,C10orf18,,,"Homo sapiens C10orf18 mRNA, partial sequence, clone: HP08456-RBd50F06.",,
40,MiSeqSFPQc.csv,uc021ymj.2,60415,uc021ymj.2,NM_001243076,Q68DT0,Q68DT0_HUMAN,E2F3,NM_001243076,NP_001230005,"Homo sapiens E2F transcription factor 3 (E2F3), transcript variant 2, mRNA.",,
41,MiSeqSFPQc.csv,uc001onu.3,12379,uc001onu.3,NM_018312,Q5H9R7-4,Q5H9R7-4,PPP6R3,NM_018312,NP_060782,"Homo sapiens protein phosphatase 6, regulatory subunit 3 (PPP6R3), transcript variant 5, mRNA.",,
42,MiSeqSFPQc.csv,uc001pyw.2,13099,uc001pyw.2,AK127457,E7EPH8,E7EPH8_HUMAN,GRAMD1B,NM_020716,NP_065767,"Homo sapiens GRAM domain containing 1B (GRAMD1B), mRNA.",,
43,MiSeqSFPQc.csv,uc011lqh.2,74692,uc011lqh.2,AK303193,B4E024,B4E024_HUMAN,ZCCHC7,NM_032226,NP_115602,"Homo sapiens zinc finger, CCHC domain containing 7 (ZCCHC7), mRNA.",,
44,MiSeqNONOc.csv,uc011lqh.2,74692,uc011lqh.2,AK303193,B4E024,B4E024_HUMAN,ZCCHC7,NM_032226,NP_115602,"Homo sapiens zinc finger, CCHC domain containing 7 (ZCCHC7), mRNA.",,
45,MiSeqSFPQc.csv,uc002hnp.1,32897,uc002hnp.1,AY315622,,,ACACA,,,"Homo sapiens acetyl-CoA carboxylase alpha (ACACA), transcript variant 3, mRNA.",,
46,MiSeqSFPQc.csv,uc003xrf.4,73532,uc003xrf.4,NM_001083617,Q8TDY2-2,Q8TDY2-2,RB1CC1,NM_001083617,NP_001077086,"Homo sapiens RB1-inducible coiled-coil 1 (RB1CC1), transcript variant 2, mRNA.",,
47,MiSeqSFPQc.csv,uc003hzg.4,56464,uc003hzg.4,NM_032518,Q9BXS0-2,Q9BXS0-2,COL25A1,NM_032518,NP_115907,"Homo sapiens collagen, type XXV, alpha 1 (COL25A1), transcript variant 2, mRNA.",,
48,MiSeqSFPQc.csv,uc003vcw.1,71315,uc003vcw.1,AY354201,P78362,SRPK2_HUMAN,SRPK2,NM_182691,NP_872633,"Homo sapiens SRSF protein kinase 2 (SRPK2), transcript variant 3, mRNA.",,
49,MiSeqSFPQc.csv,uc003pjp.2,63431,uc003pjp.2,NM_198920,Q7Z6J8,UBE3D_HUMAN,UBE3D,NM_198920,NP_944602,"Homo sapiens ubiquitin protein ligase E3D (UBE3D), mRNA.",,
50,MiSeqSFPQc.csv,uc010pvz.1,3750,uc010pvz.1,AK304029,,,GALNT2,,,"Homo sapiens UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2) (GALNT2), mRNA.",,
51,MiSeqSFPQc.csv,uc010xcj.1,35193,uc010xcj.1,NR_024391,,,LINC00669,NR_024391,,"Homo sapiens long intergenic non-protein coding RNA 669 (LINC00669), non-coding RNA.",,
52,MiSeqSFPQc.csv,uc031sij.1,56976,uc031sij.1,NM_001267558,O75340,PDCD6_HUMAN,PDCD6,NM_001267558,NP_001254487,"Homo sapiens programmed cell death 6 (PDCD6), transcript variant 4, mRNA.",,
53,MiSeqSFPQc.csv,uc011bpz.2,53838,uc011bpz.2,AK296946,,,TBL1XR1,,,"Homo sapiens transducin (beta)-like 1 X-linked receptor 1 (TBL1XR1), mRNA.",,
54,MiSeqNONOc.csv,uc011bpz.2,53838,uc011bpz.2,AK296946,,,TBL1XR1,,,"Homo sapiens transducin (beta)-like 1 X-linked receptor 1 (TBL1XR1), mRNA.",,
55,MiSeqSFPQc.csv,uc003jdx.1,57022,uc003jdx.1,NM_006999,Q5XG87,PAPD7_HUMAN,PAPD7,NM_006999,NP_001165277,"Homo sapiens PAP associated domain containing 7 (PAPD7), transcript variant 1, mRNA.",,
56,MiSeqNONOc.csv,uc003jdx.1,57022,uc003jdx.1,NM_006999,Q5XG87,PAPD7_HUMAN,PAPD7,NM_006999,NP_001165277,"Homo sapiens PAP associated domain containing 7 (PAPD7), transcript variant 1, mRNA.",,
57,MiSeqSFPQc.csv,uc003jau.2,56977,uc003jau.2,NM_001267556,Q2YDC2,Q2YDC2_HUMAN,PDCD6,NM_001267556,NP_001254485,"Homo sapiens programmed cell death 6 (PDCD6), transcript variant 2, mRNA.",,
58,MiSeqSFPQc.csv,uc002aed.3,24036,uc002aed.3,NM_003205,Q99081,HTF4_HUMAN,TCF12,NM_003205,NP_996921,"Homo sapiens transcription factor 12 (TCF12), transcript variant 3, mRNA.",,
59,MiSeqSFPQc.csv,uc003wyz.3,73234,uc003wyz.3,BC045112,Q9NYI0-3,Q9NYI0-3,PSD3,,,"Homo sapiens pleckstrin and Sec7 domain containing 3 (PSD3), transcript variant 2, mRNA.",,
60,MiSeqSFPQc.csv,uc001hgg.3,3494,uc001hgg.3,NM_172350,P15529-9,P15529-9,CD46,NM_172350,NP_758860,"Homo sapiens CD46 molecule, complement regulatory protein (CD46), transcript variant n, mRNA.",,
61,MiSeqSFPQc.csv,uc003ysj.3,72899,uc003ysj.3,M34429,,,MYC,,,Sequence 854 from Patent WO2010139812.,,
62,MiSeqNONOc.csv,uc003ysj.3,72899,uc003ysj.3,M34429,,,MYC,,,Sequence 854 from Patent WO2010139812.,,
63,MiSeqSFPQc.csv,uc009yrj.3,12297,uc009yrj.3,AK292805,Q9BWF3,RBM4_HUMAN,RBM14-RBM4,NM_002896,NP_002887,"Homo sapiens RBM14-RBM4 readthrough (RBM14-RBM4), transcript variant 1, mRNA.",,
64,MiSeqNONOc.csv,uc009yrj.3,12297,uc009yrj.3,AK292805,Q9BWF3,RBM4_HUMAN,RBM14-RBM4,NM_002896,NP_002887,"Homo sapiens RBM14-RBM4 readthrough (RBM14-RBM4), transcript variant 1, mRNA.",,
65,MiSeqSFPQc.csv,uc001doa.4,5550,uc001doa.4,NM_001017975,A2PYH4,HFM1_HUMAN,HFM1,NM_001017975,NP_001017975,"Homo sapiens HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) (HFM1), mRNA.",,
66,MiSeqNONOc.csv,uc001doa.4,5550,uc001doa.4,NM_001017975,A2PYH4,HFM1_HUMAN,HFM1,NM_001017975,NP_001017975,"Homo sapiens HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) (HFM1), mRNA.",,
67,MiSeqSFPQc.csv,uc010ndq.3,77678,uc010ndq.3,NM_001139466,O60907,TBL1X_HUMAN,TBL1X,NM_001139466,NP_001132940,"Homo sapiens transducin (beta)-like 1X-linked (TBL1X), transcript variant 2, mRNA.",,
68,MiSeqSFPQc.csv,uc004eud.3,78768,uc004eud.3,NM_001042751,Q8N3U4,STAG2_HUMAN,STAG2,NM_001042751,NP_006594,"Homo sapiens stromal antigen 2 (STAG2), transcript variant 3, mRNA.",,
69,MiSeqSFPQc.csv,uc011loe.1,76150,uc011loe.1,AK299183,F5H2U4,F5H2U4_HUMAN,UBAP2,,,"Homo sapiens ubiquitin associated protein 2 (UBAP2), mRNA.",,
70,MiSeqSFPQc.csv,uc002fck.3,29580,uc002fck.3,NM_006885,Q15911,ZFHX3_HUMAN,ZFHX3,NM_006885,NP_008816,"Homo sapiens zinc finger homeobox 3 (ZFHX3), transcript variant A, mRNA.",,
71,MiSeqSFPQc.csv,uc004csq.4,77679,uc004csq.4,NM_001139468,O60907,TBL1X_HUMAN,TBL1X,NM_001139468,NP_001132940,"Homo sapiens transducin (beta)-like 1X-linked (TBL1X), transcript variant 4, mRNA.",,
72,MiSeqSFPQc.csv,uc003esb.2,51454,uc003esb.2,AK001721,Q8IUR7,ARMC8_HUMAN,ARMC8,NM_015396,NP_056211,"Homo sapiens armadillo repeat containing 8 (ARMC8), transcript variant 2, mRNA.",,
73,MiSeqSFPQc.csv,uc022bqs.1,77546,uc022bqs.1,JA760602,,,JA760602,,,"Homo sapiens piRNA piR-34804, complete sequence.",,
74,MiSeqNONOc.csv,uc022bqs.1,77546,uc022bqs.1,JA760602,,,JA760602,,,"Homo sapiens piRNA piR-34804, complete sequence.",,
75,MiSeqSFPQc.csv,uc011mfc.2,75825,uc011mfc.2,NM_024757,Q9H9B1,EHMT1_HUMAN,EHMT1,NM_024757,NP_079033,"Homo sapiens euchromatic histone-lysine N-methyltransferase 1 (EHMT1), transcript variant 1, mRNA.",,
76,MiSeqSFPQc.csv,uc003jas.3,56981,uc003jas.3,NR_073609,Q86W51,Q86W51_HUMAN,PDCD6,NM_001267559,NP_001254488,"Homo sapiens programmed cell death 6 (PDCD6), transcript variant 6, non-coding RNA.",,
77,MiSeqSFPQc.csv,uc003xyk.3,73645,uc003xyk.3,NM_001146008,G3V1C0,G3V1C0_HUMAN,SLCO5A1,NM_001146008,NP_001139480,"Homo sapiens solute carrier organic anion transporter family, member 5A1 (SLCO5A1), transcript variant 2, mRNA.",,
78,MiSeqNONOc.csv,uc003xyk.3,73645,uc003xyk.3,NM_001146008,G3V1C0,G3V1C0_HUMAN,SLCO5A1,NM_001146008,NP_001139480,"Homo sapiens solute carrier organic anion transporter family, member 5A1 (SLCO5A1), transcript variant 2, mRNA.",,
79,MiSeqSFPQc.csv,uc002rum.3,40626,uc002rum.3,NM_024766,Q7Z624,CMKMT_HUMAN,CAMKMT,NM_024766,NP_079042,"Homo sapiens calmodulin-lysine N-methyltransferase (CAMKMT), mRNA.",,
80,MiSeqSFPQc.csv,uc031tds.1,74695,uc031tds.1,BC036940,Q8N3Z6,ZCHC7_HUMAN,ZCCHC7,NM_032226,NP_115602,"Homo sapiens zinc finger, CCHC domain containing 7 (ZCCHC7), mRNA.",,
81,MiSeqNONOc.csv,uc031tds.1,74695,uc031tds.1,BC036940,Q8N3Z6,ZCHC7_HUMAN,ZCCHC7,NM_032226,NP_115602,"Homo sapiens zinc finger, CCHC domain containing 7 (ZCCHC7), mRNA.",,
82,MiSeqSFPQc.csv,uc002dmm.3,27291,uc002dmm.3,NM_014494,Q8NDV7,TNR6A_HUMAN,TNRC6A,NM_014494,NP_055309,"Homo sapiens trinucleotide repeat containing 6A (TNRC6A), mRNA.",,
83,MiSeqSFPQc.csv,uc010stk.2,16710,uc010stk.2,AK299928,B4DSU9,B4DSU9_HUMAN,CPSF6,NM_007007,NP_008938,"Homo sapiens cleavage and polyadenylation specific factor 6, 68kDa (CPSF6), mRNA.",,
84,MiSeqSFPQc.csv,uc010yqw.1,40850,uc010yqw.1,AK303723,Q14966,ZN638_HUMAN,ZNF638,NM_001252613,NP_001239542,"Homo sapiens zinc finger protein 638 (ZNF638), transcript variant 4, mRNA.",,
85,MiSeqSFPQc.csv,uc010fcl.3,43334,uc010fcl.3,AK289920,O14980,XPO1_HUMAN,XPO1,NM_003400,NP_003391,"Homo sapiens exportin 1 (CRM1 homolog, yeast) (XPO1), mRNA.",,
86,MiSeqNONOc.csv,uc010fcl.3,43334,uc010fcl.3,AK289920,O14980,XPO1_HUMAN,XPO1,NM_003400,NP_003391,"Homo sapiens exportin 1 (CRM1 homolog, yeast) (XPO1), mRNA.",,
87,MiSeqSFPQc.csv,uc003ysb.3,74088,uc003ysb.3,BC106081,,,BC106081,,,"Homo sapiens cDNA clone IMAGE:5109562, **** WARNING: chimeric clone ****.",,
88,MiSeqNONOc.csv,uc003ysb.3,74088,uc003ysb.3,BC106081,,,BC106081,,,"Homo sapiens cDNA clone IMAGE:5109562, **** WARNING: chimeric clone ****.",,
89,MiSeqSFPQc.csv,uc011lkk.2,74246,uc011lkk.2,NM_001130055,P29692,EF1D_HUMAN,EEF1D,NM_001130055,NP_001951,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 5, mRNA.",,
90,MiSeqNONOc.csv,uc011lkk.2,74246,uc011lkk.2,NM_001130055,P29692,EF1D_HUMAN,EEF1D,NM_001130055,NP_001951,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 5, mRNA.",,
91,MiSeqSFPQc.csv,uc010ypn.2,43335,uc010ypn.2,BC032847,O14980,XPO1_HUMAN,XPO1,NM_003400,NP_003391,"Homo sapiens exportin 1 (CRM1 homolog, yeast) (XPO1), mRNA.",,
92,MiSeqNONOc.csv,uc010ypn.2,43335,uc010ypn.2,BC032847,O14980,XPO1_HUMAN,XPO1,NM_003400,NP_003391,"Homo sapiens exportin 1 (CRM1 homolog, yeast) (XPO1), mRNA.",,
93,MiSeqSFPQc.csv,uc003ezo.3,51582,uc003ezo.3,NM_207294,Q9NR56-3,Q9NR56-3,MBNL1,NM_207294,NP_997177,"Homo sapiens muscleblind-like splicing regulator 1 (MBNL1), transcript variant 4, mRNA.",,
94,MiSeqSFPQc.csv,uc011aaq.2,47059,uc011aaq.2,AK300073,Q9BYJ9,YTHD1_HUMAN,YTHDF1,NM_017798,NP_060268,"Homo sapiens YTH domain family, member 1 (YTHDF1), mRNA.",,
95,MiSeqNONOc.csv,uc011aaq.2,47059,uc011aaq.2,AK300073,Q9BYJ9,YTHD1_HUMAN,YTHDF1,NM_017798,NP_060268,"Homo sapiens YTH domain family, member 1 (YTHDF1), mRNA.",,
96,MiSeqSFPQc.csv,uc011lki.2,74251,uc011lki.2,NM_001130057,P29692,EF1D_HUMAN,EEF1D,NM_001130057,NP_001951,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 6, mRNA.",,
97,MiSeqNONOc.csv,uc011lki.2,74251,uc011lki.2,NM_001130057,P29692,EF1D_HUMAN,EEF1D,NM_001130057,NP_001951,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 6, mRNA.",,
98,MiSeqSFPQc.csv,uc003csb.2,52537,uc003csb.2,NM_002375,P27816,MAP4_HUMAN,MAP4,NM_002375,NP_002366,"Homo sapiens microtubule-associated protein 4 (MAP4), transcript variant 1, mRNA.",,
99,MiSeqSFPQc.csv,uc003pdl.4,61414,uc003pdl.4,BC098382,E9PH99,E9PH99_HUMAN,ZNF451,NM_001031623,NP_001026794,"Homo sapiens zinc finger protein 451 (ZNF451), transcript variant 1, mRNA.",,
100,MiSeqNONOc.csv,uc003pdl.4,61414,uc003pdl.4,BC098382,E9PH99,E9PH99_HUMAN,ZNF451,NM_001031623,NP_001026794,"Homo sapiens zinc finger protein 451 (ZNF451), transcript variant 1, mRNA.",,
101,MiSeqSFPQc.csv,uc003ysl.3,72896,uc003ysl.3,NR_003367,,,PVT1,NR_003367,,"Homo sapiens Pvt1 oncogene (non-protein coding) (PVT1), non-coding RNA.",,
102,MiSeqNONOc.csv,uc003ysl.3,72896,uc003ysl.3,NR_003367,,,PVT1,NR_003367,,"Homo sapiens Pvt1 oncogene (non-protein coding) (PVT1), non-coding RNA.",,
103,MiSeqSFPQc.csv,uc010xrv.2,36483,uc010xrv.2,NM_001184722,P06744-2,P06744-2,GPI,NM_001184722,NP_001171651,"Homo sapiens glucose-6-phosphate isomerase (GPI), transcript variant 1, mRNA.",,
104,MiSeqNONOc.csv,uc010xrv.2,36483,uc010xrv.2,NM_001184722,P06744-2,P06744-2,GPI,NM_001184722,NP_001171651,"Homo sapiens glucose-6-phosphate isomerase (GPI), transcript variant 1, mRNA.",,
105,MiSeqSFPQc.csv,uc003pdn.2,61412,uc003pdn.2,NM_015555,Q9Y4E5-2,Q9Y4E5-2,ZNF451,NM_015555,NP_056370,"Homo sapiens zinc finger protein 451 (ZNF451), transcript variant 2, mRNA.",,
106,MiSeqNONOc.csv,uc003pdn.2,61412,uc003pdn.2,NM_015555,Q9Y4E5-2,Q9Y4E5-2,ZNF451,NM_015555,NP_056370,"Homo sapiens zinc finger protein 451 (ZNF451), transcript variant 2, mRNA.",,
107,MiSeqSFPQc.csv,uc003jhh.2,58795,uc003jhh.2,NM_001100412,E7EMP9,E7EMP9_HUMAN,DROSHA,NM_001100412,NP_001093882,"Homo sapiens drosha, ribonuclease type III (DROSHA), transcript variant 2, mRNA.",,
108,MiSeqSFPQc.csv,uc010rqd.2,12381,uc010rqd.2,AK302611,H0YEN2,H0YEN2_HUMAN,PPP6R3,NM_001164163,NP_001157635,"Homo sapiens protein phosphatase 6, regulatory subunit 3 (PPP6R3), transcript variant 2, mRNA.",,
109,MiSeqSFPQc.csv,uc031tdo.1,76157,uc031tdo.1,AB209911,Q59EA0,Q59EA0_HUMAN,UBAP2,,,"Homo sapiens ubiquitin associated protein 2 (UBAP2), mRNA.",,
110,MiSeqSFPQc.csv,uc011clz.1,56992,uc011clz.1,AK299072,,,CEP72,,,"Homo sapiens centrosomal protein 72kDa (CEP72), mRNA.",,
111,MiSeqSFPQc.csv,uc010ndr.3,77681,uc010ndr.3,NM_001139467,O60907,TBL1X_HUMAN,TBL1X,NM_001139467,NP_001132940,"Homo sapiens transducin (beta)-like 1X-linked (TBL1X), transcript variant 3, mRNA.",,
112,MiSeqSFPQc.csv,uc011cnn.1,57070,uc011cnn.1,AK302866,,,GUSBP1,,,"Homo sapiens glucuronidase, beta pseudogene 1 (GUSBP1), transcript variant 3, non-coding RNA.",,
113,MiSeqSFPQc.csv,uc002isq.3,31261,uc002isq.3,AK225980,J3KPP4,J3KPP4_HUMAN,LUC7L3,NM_016424,NP_057508,"Homo sapiens LUC7-like 3 (S. cerevisiae) (LUC7L3), transcript variant 1, mRNA.",,
114,MiSeqNONOc.csv,uc002isq.3,31261,uc002isq.3,AK225980,J3KPP4,J3KPP4_HUMAN,LUC7L3,NM_016424,NP_057508,"Homo sapiens LUC7-like 3 (S. cerevisiae) (LUC7L3), transcript variant 1, mRNA.",,
