,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
87,4378,G460.2,4363,29,IonXpress_NONO_N
88,4428,G460.3,4414,14,IonXpress_NONO_N
89,4477,G460.4,4434,267,IonXpress_NONO_N
90,4531,G460.5,4519,24,IonXpress_NONO_N
91,4556,G460.6,4533,371,IonXpress_NONO_N
92,4577,G460.7,4557,39,IonXpress_NONO_N
93,4615,G460.8,4593,77,IonXpress_NONO_N
94,4653,G460.9,4623,75,IonXpress_NONO_N
95,4727,G461.1,4690,129,IonXpress_NONO_N
96,4756,G461.2,4732,198,IonXpress_NONO_N
97,4805,G461.3,4776,17,IonXpress_NONO_N
98,4831,G461.4,4809,22,IonXpress_NONO_N
99,4875,G461.5,4863,42,IonXpress_NONO_N
100,4913,G461.6,4887,163,IonXpress_NONO_N
101,4946,G461.7,4914,24,IonXpress_NONO_N
102,4969,G461.8,4947,60,IonXpress_NONO_N
103,5012,G461.9,4979,203,IonXpress_NONO_N
104,5062,G461.10,5026,80,IonXpress_NONO_N
105,5126,G461.11,5070,21,IonXpress_NONO_N
106,5228,G462.1,5206,28,IonXpress_NONO_N
107,5263,G462.2,5230,70,IonXpress_NONO_N
108,5325,G462.3,5285,42,IonXpress_NONO_N
109,5444,G462.4,5407,17,IonXpress_NONO_N
110,5673,G463.1,5638,33,IonXpress_NONO_N
111,5696,G463.2,5680,6,IonXpress_NONO_N
112,5731,G464.1,5717,11,IonXpress_NONO_N
113,5775,G464.2,5757,9,IonXpress_NONO_N
114,5802,G464.3,5783,50,IonXpress_NONO_N
115,5852,G464.4,5826,463,IonXpress_NONO_N
116,5948,G464.5,5887,511,IonXpress_NONO_N
117,5969,G464.6,5956,44,IonXpress_NONO_N
118,6004,G464.7,5977,99,IonXpress_NONO_N
119,6036,G464.8,6014,15,IonXpress_NONO_N
120,6107,G464.9,6049,210,IonXpress_NONO_N
121,6160,G464.10,6112,93,IonXpress_NONO_N
122,6191,G464.11,6165,190,IonXpress_NONO_N
123,6247,G464.12,6203,274,IonXpress_NONO_N
124,6307,G464.13,6282,71,IonXpress_NONO_N
125,6387,G465.1,6362,81,IonXpress_NONO_N
126,6418,G465.2,6389,67,IonXpress_NONO_N
127,6486,G466.1,6473,29,IonXpress_NONO_N
128,6527,G466.2,6488,172,IonXpress_NONO_N
129,6570,G466.3,6544,60,IonXpress_NONO_N
130,6627,G467.1,6603,25,IonXpress_NONO_N
131,6692,G467.2,6646,81,IonXpress_NONO_N
132,6715,G467.3,6694,13,IonXpress_NONO_N
133,6756,G467.4,6722,17,IonXpress_NONO_N
134,6808,G467.5,6759,61,IonXpress_NONO_N
135,6833,G467.6,6811,75,IonXpress_NONO_N
136,6849,G467.7,6836,7,IonXpress_NONO_N
137,6874,G467.8,6855,10,IonXpress_NONO_N
138,6927,G467.9,6885,71,IonXpress_NONO_N
139,6982,G467.10,6954,27,IonXpress_NONO_N
140,7053,G467.11,7002,52,IonXpress_NONO_N
141,7158,G468.1,7131,100,IonXpress_NONO_N
142,7180,G469.1,7162,12,IonXpress_NONO_N
143,7245,G469.2,7217,42,IonXpress_NONO_N
144,7278,G469.3,7266,34,IonXpress_NONO_N
145,7295,G469.4,7279,20,IonXpress_NONO_N
146,7313,G469.5,7300,9,IonXpress_NONO_N
147,7867,G470.1,7841,91,IonXpress_NONO_N
148,7916,G470.2,7884,50,IonXpress_NONO_N
149,8070,G470.3,8012,254,IonXpress_NONO_N
150,8114,G470.4,8074,60,IonXpress_NONO_N
151,8132,G470.5,8120,17,IonXpress_NONO_N
152,8194,G470.6,8150,118,IonXpress_NONO_N
