,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
96,3470,G385.3,3451,17,IonXpress_NONO_N
97,3524,G385.4,3476,305,IonXpress_NONO_N
98,3584,G385.5,3531,107,IonXpress_NONO_N
99,3637,G385.6,3602,51,IonXpress_NONO_N
100,3662,G385.7,3642,20,IonXpress_NONO_N
101,3722,G385.8,3687,363,IonXpress_NONO_N
102,3807,G385.9,3759,58,IonXpress_NONO_N
103,3839,G385.10,3810,22,IonXpress_NONO_N
104,3908,G385.11,3888,10,IonXpress_NONO_N
105,3929,G386.1,3912,18,IonXpress_NONO_N
106,3972,G386.2,3939,38,IonXpress_NONO_N
107,4022,G387.1,4002,51,IonXpress_NONO_N
108,4040,G387.2,4023,75,IonXpress_NONO_N
109,4071,G387.3,4047,37,IonXpress_NONO_N
110,4097,G387.4,4078,16,IonXpress_NONO_N
111,4133,G387.5,4103,230,IonXpress_NONO_N
112,4180,G387.6,4159,89,IonXpress_NONO_N
113,4239,G387.7,4201,74,IonXpress_NONO_N
114,4291,G387.8,4258,49,IonXpress_NONO_N
115,4314,G387.9,4295,12,IonXpress_NONO_N
116,4370,G387.10,4350,13,IonXpress_NONO_N
117,4413,G388.1,4396,11,IonXpress_NONO_N
118,4489,G388.2,4468,9,IonXpress_NONO_N
119,4522,G388.3,4493,12,IonXpress_NONO_N
120,4546,G388.4,4524,9,IonXpress_NONO_N
121,4633,G389.1,4589,94,IonXpress_NONO_N
122,4659,G389.2,4639,27,IonXpress_NONO_N
123,4723,G390.1,4700,42,IonXpress_NONO_N
124,4776,G390.2,4734,50,IonXpress_NONO_N
125,4808,G391.1,4793,7,IonXpress_NONO_N
126,4846,G391.2,4824,19,IonXpress_NONO_N
127,4880,G391.3,4847,50,IonXpress_NONO_N
128,4934,G391.4,4917,13,IonXpress_NONO_N
129,5025,G392.1,5003,54,IonXpress_NONO_N
130,5088,G392.2,5041,20,IonXpress_NONO_N
131,5117,G392.3,5096,14,IonXpress_NONO_N
132,5152,G392.4,5119,15,IonXpress_NONO_N
133,5241,G392.5,5220,12,IonXpress_NONO_N
134,5264,G392.6,5250,24,IonXpress_NONO_N
135,5338,G393.1,5276,52,IonXpress_NONO_N
136,5381,G393.2,5342,41,IonXpress_NONO_N
137,5411,G393.3,5393,24,IonXpress_NONO_N
138,5460,G393.4,5427,44,IonXpress_NONO_N
139,5509,G393.5,5471,23,IonXpress_NONO_N
140,5544,G393.6,5525,25,IonXpress_NONO_N
141,5588,G394.1,5563,14,IonXpress_NONO_N
142,5671,G394.2,5625,37,IonXpress_NONO_N
143,5728,G394.3,5709,54,IonXpress_NONO_N
144,5799,G394.4,5739,37,IonXpress_NONO_N
145,5852,G394.5,5800,92,IonXpress_NONO_N
146,5946,G394.6,5925,16,IonXpress_NONO_N
147,6005,G395.1,5994,14,IonXpress_NONO_N
148,6036,G395.2,6012,23,IonXpress_NONO_N
149,6139,G395.3,6096,57,IonXpress_NONO_N
150,6189,G395.4,6150,118,IonXpress_NONO_N
151,6223,G395.5,6196,16,IonXpress_NONO_N
152,6291,G395.6,6234,117,IonXpress_NONO_N
153,6323,G395.7,6295,82,IonXpress_NONO_N
154,6469,G395.8,6383,92,IonXpress_NONO_N
155,6505,G395.9,6476,24,IonXpress_NONO_N
156,6526,G395.10,6506,29,IonXpress_NONO_N
157,6898,G396.1,6878,39,IonXpress_NONO_N
158,6944,G396.2,6923,12,IonXpress_NONO_N
159,6978,G397.1,6954,203,IonXpress_NONO_N
160,7013,G397.2,6998,15,IonXpress_NONO_N
161,7067,G397.3,7049,8,IonXpress_NONO_N
162,7097,G397.4,7077,6,IonXpress_NONO_N
163,7159,G397.5,7131,68,IonXpress_NONO_N
164,7208,G397.6,7165,34,IonXpress_NONO_N
165,7255,G397.7,7219,36,IonXpress_NONO_N
166,7288,G397.8,7271,16,IonXpress_NONO_N
167,7319,G397.9,7298,65,IonXpress_NONO_N
168,7363,G397.10,7333,51,IonXpress_NONO_N
169,7579,G398.1,7550,64,IonXpress_NONO_N
170,7663,G398.2,7638,39,IonXpress_NONO_N
171,7738,G399.1,7689,66,IonXpress_NONO_N
172,7816,G400.1,7795,92,IonXpress_NONO_N
173,7846,G400.2,7828,14,IonXpress_NONO_N
174,7927,G400.3,7889,41,IonXpress_NONO_N
175,7953,G400.4,7937,29,IonXpress_NONO_N
176,7976,G400.5,7954,59,IonXpress_NONO_N
177,8100,G401.1,8080,72,IonXpress_NONO_N
178,8161,G401.2,8117,39,IonXpress_NONO_N
179,8183,G401.3,8163,23,IonXpress_NONO_N
180,8475,G402.1,8450,24,IonXpress_NONO_N
181,8506,G402.2,8486,12,IonXpress_NONO_N
182,8564,G402.3,8543,102,IonXpress_NONO_N
183,8609,G402.4,8579,30,IonXpress_NONO_N
184,8686,G403.1,8658,57,IonXpress_NONO_N
185,8717,G403.2,8694,23,IonXpress_NONO_N
186,8765,G403.3,8731,26,IonXpress_NONO_N
187,8840,G404.1,8797,35,IonXpress_NONO_N
188,8902,G404.2,8866,16,IonXpress_NONO_N
189,8961,G405.1,8925,79,IonXpress_NONO_N
190,9013,G405.2,8984,47,IonXpress_NONO_N
191,9071,G406.1,9045,53,IonXpress_NONO_N
192,9118,G406.2,9095,5,IonXpress_NONO_N
193,9163,G406.3,9120,28,IonXpress_NONO_N
194,9196,G406.4,9168,18,IonXpress_NONO_N
195,9225,G406.5,9210,14,IonXpress_NONO_N
196,9321,G406.6,9247,137,IonXpress_NONO_N
197,9380,G407.1,9351,23,IonXpress_NONO_N
198,9428,G407.2,9412,73,IonXpress_NONO_N
199,9494,G407.3,9447,162,IonXpress_NONO_N
200,9547,G407.4,9501,81,IonXpress_NONO_N
201,9567,G407.5,9552,7,IonXpress_NONO_N
202,9627,G407.6,9583,23,IonXpress_NONO_N
203,9667,G407.7,9643,142,IonXpress_NONO_N
204,9702,G407.8,9685,49,IonXpress_NONO_N
205,9726,G407.9,9707,24,IonXpress_NONO_N
206,9770,G407.10,9747,67,IonXpress_NONO_N
207,9785,G407.11,9771,13,IonXpress_NONO_N
208,9822,G407.12,9792,54,IonXpress_NONO_N
209,9891,G408.1,9860,42,IonXpress_NONO_N
210,9917,G408.2,9898,22,IonXpress_NONO_N
211,9992,G408.3,9938,33,IonXpress_NONO_N
212,10133,G409.1,10079,51,IonXpress_NONO_N
213,10301,G410.1,10283,178,IonXpress_NONO_N
214,10349,G410.2,10311,69,IonXpress_NONO_N
215,10442,G411.1,10417,110,IonXpress_NONO_N
216,10470,G411.2,10453,28,IonXpress_NONO_N
217,10515,G412.1,10496,5,IonXpress_NONO_N
218,10548,G412.2,10528,12,IonXpress_NONO_N
219,10607,G412.3,10569,36,IonXpress_NONO_N
220,10645,G412.4,10611,51,IonXpress_NONO_N
221,10679,G412.5,10663,36,IonXpress_NONO_N
222,10744,G413.1,10713,137,IonXpress_NONO_N
223,10784,G413.2,10754,13,IonXpress_NONO_N
224,10811,G413.3,10794,141,IonXpress_NONO_N
225,10849,G414.1,10820,60,IonXpress_NONO_N
226,11006,G414.2,10910,181,IonXpress_NONO_N
227,11053,G415.1,11030,77,IonXpress_NONO_N
228,11135,G416.1,11101,56,IonXpress_NONO_N
229,11181,G416.2,11166,11,IonXpress_NONO_N
230,11268,G417.1,11245,64,IonXpress_NONO_N
231,11417,G418.1,11402,7,IonXpress_NONO_N
232,11477,G418.2,11445,34,IonXpress_NONO_N
233,11519,G418.3,11484,9,IonXpress_NONO_N
234,11552,G418.4,11521,15,IonXpress_NONO_N
235,11585,G419.1,11569,14,IonXpress_NONO_N
236,11679,G419.2,11663,14,IonXpress_NONO_N
237,11743,G419.3,11724,10,IonXpress_NONO_N
238,11789,G419.4,11776,6,IonXpress_NONO_N
239,11898,G419.5,11819,79,IonXpress_NONO_N
240,11941,G420.1,11919,22,IonXpress_NONO_N
241,11979,G420.2,11942,25,IonXpress_NONO_N
242,12012,G420.3,11992,27,IonXpress_NONO_N
243,12050,G420.4,12034,9,IonXpress_NONO_N
244,12107,G420.5,12057,96,IonXpress_NONO_N
245,12158,G421.1,12126,19,IonXpress_NONO_N
246,12214,G421.2,12176,29,IonXpress_NONO_N
247,12348,G422.1,12328,7,IonXpress_NONO_N
248,12367,G422.2,12354,8,IonXpress_NONO_N
249,12401,G422.3,12383,8,IonXpress_NONO_N
250,12423,G422.4,12410,11,IonXpress_NONO_N
251,12459,G422.5,12435,121,IonXpress_NONO_N
252,12506,G422.6,12485,19,IonXpress_NONO_N
253,12581,G423.1,12526,224,IonXpress_NONO_N
254,12616,G423.2,12592,67,IonXpress_NONO_N
255,12638,G423.3,12622,62,IonXpress_NONO_N
256,12672,G423.4,12654,58,IonXpress_NONO_N
257,12691,G423.5,12676,80,IonXpress_NONO_N
258,12898,G424.1,12855,16,IonXpress_NONO_N
259,12928,G424.2,12904,32,IonXpress_NONO_N
260,13075,G425.1,13054,35,IonXpress_NONO_N
261,13111,G425.2,13087,82,IonXpress_NONO_N
262,13153,G425.3,13137,14,IonXpress_NONO_N
263,13400,G426.1,13334,34,IonXpress_NONO_N
264,13432,G426.2,13413,16,IonXpress_NONO_N
265,13476,G426.3,13449,28,IonXpress_NONO_N
266,13536,G426.4,13528,3,IonXpress_NONO_N
267,13626,G427.1,13608,6,IonXpress_NONO_N
268,13670,G427.2,13644,21,IonXpress_NONO_N
269,13727,G427.3,13690,34,IonXpress_NONO_N
270,13764,G427.4,13742,13,IonXpress_NONO_N
271,13786,G427.5,13768,6,IonXpress_NONO_N
272,13868,G428.1,13832,30,IonXpress_NONO_N
273,13890,G428.2,13877,8,IonXpress_NONO_N
274,13911,G428.3,13895,15,IonXpress_NONO_N
275,13952,G429.1,13938,45,IonXpress_NONO_N
276,13970,G429.2,13957,26,IonXpress_NONO_N
277,14014,G429.3,13980,46,IonXpress_NONO_N
278,14048,G429.4,14018,45,IonXpress_NONO_N
279,14081,G429.5,14058,8,IonXpress_NONO_N
280,14114,G429.6,14087,24,IonXpress_NONO_N
281,14182,G430.1,14158,16,IonXpress_NONO_N
282,14223,G430.2,14208,48,IonXpress_NONO_N
283,14276,G430.3,14254,84,IonXpress_NONO_N
284,14531,G431.1,14497,39,IonXpress_NONO_N
285,14569,G431.2,14553,14,IonXpress_NONO_N
286,14626,G431.3,14585,17,IonXpress_NONO_N
287,14685,G432.1,14649,34,IonXpress_NONO_N
288,14725,G432.2,14690,38,IonXpress_NONO_N
289,14780,G432.3,14758,24,IonXpress_NONO_N
290,15360,G433.1,15343,11,IonXpress_NONO_N
291,15390,G433.2,15363,12,IonXpress_NONO_N
292,15432,G433.3,15393,14,IonXpress_NONO_N
293,15500,G434.1,15464,22,IonXpress_NONO_N
294,15525,G434.2,15509,9,IonXpress_NONO_N
295,15562,G434.3,15552,5,IonXpress_NONO_N
296,15591,G434.4,15567,33,IonXpress_NONO_N
297,15640,G435.1,15622,73,IonXpress_NONO_N
298,15696,G435.2,15664,94,IonXpress_NONO_N
299,15739,G435.3,15709,52,IonXpress_NONO_N
300,15831,G436.1,15808,43,IonXpress_NONO_N
301,15911,G437.1,15881,47,IonXpress_NONO_N
302,15942,G437.2,15922,11,IonXpress_NONO_N
303,15996,G438.1,15976,57,IonXpress_NONO_N
304,16029,G438.2,16010,125,IonXpress_NONO_N
305,16075,G438.3,16058,7,IonXpress_NONO_N
306,16109,G438.4,16076,94,IonXpress_NONO_N
307,16144,G438.5,16123,19,IonXpress_NONO_N
308,16174,G438.6,16157,4,IonXpress_NONO_N
309,16247,G439.1,16219,27,IonXpress_NONO_N
310,16266,G439.2,16260,14,IonXpress_NONO_N
311,16293,G439.3,16272,49,IonXpress_NONO_N
312,16525,G440.1,16509,19,IonXpress_NONO_N
313,16563,G440.2,16546,16,IonXpress_NONO_N
314,16584,G440.3,16573,10,IonXpress_NONO_N
315,18236,G441.1,18197,15,IonXpress_NONO_N
316,18258,G441.2,18242,21,IonXpress_NONO_N
317,18277,G441.3,18259,49,IonXpress_NONO_N
318,18322,G441.4,18299,31,IonXpress_NONO_N
319,20191,G442.1,20172,4,IonXpress_NONO_N
320,20237,G442.2,20216,34,IonXpress_NONO_N
321,20300,G443.1,20280,34,IonXpress_NONO_N
322,20333,G443.2,20311,30,IonXpress_NONO_N
323,20394,G444.1,20355,41,IonXpress_NONO_N
324,20471,G444.2,20413,52,IonXpress_NONO_N
325,20615,G445.1,20591,41,IonXpress_NONO_N
326,20739,G446.1,20717,126,IonXpress_NONO_N
327,20873,G447.1,20853,31,IonXpress_NONO_N
328,20894,G447.2,20877,9,IonXpress_NONO_N
329,21163,G448.1,21145,27,IonXpress_NONO_N
330,21222,G448.2,21177,27,IonXpress_NONO_N
